id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
3,a,,,5.0,304,15,0,0,0,0,0.0,535,60,0,0,0.0,550,70,0,0,0.0,550,70,0.0,0.0,0,216,115,826,334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538,70,0.0,542,63,0.0,498,63,0.0,546,70,,,,2,,Illan,Meslier,Meslier,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
20,a,,,5.4,234,147,0,0,-1,1,0.1,464,185,0,0,0.0,606,258,0,0,0.0,606,258,0.0,0.0,0,983,510,3839,1509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595,254,0.0,599,257,0.0,576,239,0.0,602,256,,,,2,,Max,Dowman,Dowman,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
27,u,0.0,,5.9,96,24,-1,1,-1,1,0.3,299,51,0,0,0.0,627,74,0,0,0.0,627,74,0.0,0.0,0,4164,2250,14536,7358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622,70,0.0,625,73,0.0,615,71,0.0,625,73,,,,2,,Gabriel,Fernando de Jesus,G.Jesus,Has joined FC Barcelona permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
31,a,,,4.4,569,155,-1,1,-1,1,10.5,38,13,1,1,1.0,232,77,0,3,0.5,276,92,0.1,0.2,0,205724,155903,370644,141057,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,299,113,0.1,324,119,0.0,318,135,0.3,323,116,,,,2,,Ezri,Konsa Ngoyo,Konsa,,,11,0,0,0,0,0,0,0,0,0,0,0,1,,,,0.0,0.0,0.0,0.0,8.18,0,1,0
452,a,100.0,75.0,6.8,31,20,-1,1,-2,2,2.2,121,36,1,1,1.0,338,164,0,4,0.5,356,169,0.1,0.1,0,4570,3720,173192,46637,0.5,0.4,0.0,0.01,0.01,0.0,0.0,0.05,0.05,0.0,1.4,320,145,0.8,294,149,2.0,245,119,0.4,322,147,5.0,,4.0,2,,Bruno,Guimarães Rodriguez Moura,Bruno G.,,,19,0,0,0,0,0,0,0,0,0,0,0,3,,,,0.0,0.0,0.0,0.0,14.21,0,0,3
557,a,,,6.5,38,26,0,0,0,0,21.8,12,6,6,0,3.0,124,56,0,31,3.0,118,56,0.5,0.9,0,316272,79585,435887,380187,3.0,3.0,0.19,0.15,0.34,0.16,0.14,0.11,0.25,0.12,17.0,195,76,51.6,30,25,34.0,56,32,10.3,67,41,3.0,,,2,,Christos,Tzolis,Tzolis,,,120,0,1,1,0,0,0,0,1,0,0,2,9,,,,0.0,0.75,0.0,1.5,6.75,1,3,5
30,u,0.0,0.0,4.5,430,84,0,0,0,0,0.1,471,166,0,0,0.0,419,159,0,0,0.0,419,159,0.0,0.0,0,0,0,6681,1704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,160,0.0,394,158,0.0,327,140,0.0,410,160,,,,2,,Lucas,Digne,Digne,Has joined Paris Saint-Germain permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
32,a,,,4.5,457,100,0,0,0,0,7.1,59,24,1,2,0.5,343,113,0,0,0.5,283,98,0.1,0.2,0,53119,26141,160410,54083,0.5,0.5,0.15,0.01,0.16,4.81,0.08,0.01,0.09,2.59,26.0,149,67,2.9,230,73,7.0,164,56,3.6,206,80,1.0,,,2,,Matty,Cash,Cash,,,167,0,0,0,5,0,0,0,1,0,0,2,13,,,,0.0,0.0,2.69,1.08,7.01,6,7,1
33,a,,,4.5,442,88,0,0,0,0,0.4,278,104,1,0,1.0,237,81,0,5,0.5,280,95,0.1,0.2,0,5336,2083,7100,3593,0.5,0.5,0.0,0.0,0.0,0.22,0.0,0.0,0.0,1.24,2.0,311,116,0.0,403,160,0.0,337,142,0.2,332,119,,,,2,,Tyrone,Mings,Mings,,,16,0,0,0,0,0,0,0,0,0,0,0,1,,,,0.0,0.0,0.0,0.0,5.62,1,0,0
34,a,,,4.5,483,119,0,0,0,0,0.4,268,99,2,2,1.0,247,91,0,-8,1.0,222,79,0.2,0.4,0,4933,3102,8005,2945,1.0,1.0,0.0,0.01,0.01,4.59,0.0,0.01,0.01,2.53,11.0,229,94,1.5,265,91,0.0,361,157,1.2,286,103,,,,2,,Pau,Torres,Pau,,,163,0,0,0,5,0,0,0,0,0,0,2,9,,,,0.0,0.0,2.76,1.1,4.97,1,8,9
35,a,,,5.0,352,209,0,0,0,0,0.1,470,189,1,0,1.0,286,127,0,3,0.5,317,145,0.1,0.2,0,1356,720,1937,952,0.5,0.5,0.0,0.0,0.0,0.22,0.0,0.0,0.0,1.24,2.2,307,138,0.5,309,156,0.0,529,203,0.3,327,150,,,,2,,Lamare,Bogarde,Bogarde,,,16,0,0,0,0,0,0,0,0,0,0,0,1,,,,0.0,0.0,0.0,0.0,5.62,0,1,0
36,a,,,4.5,491,126,0,0,0,0,0.7,223,83,1,1,0.5,345,115,0,-14,0.5,287,102,0.1,0.2,0,9119,6573,14671,5813,0.5,0.5,0.1,0.0,0.1,4.66,0.05,0.0,0.05,2.45,14.0,212,89,1.3,271,97,15.0,112,33,3.0,217,84,,,,2,,Ian,Maatsen,Maatsen,,,171,0,0,0,5,0,0,0,1,0,0,2,17,,,,0.0,0.0,2.63,1.05,8.95,5,12,4
37,a,,,4.5,454,97,0,0,0,0,0.3,301,112,0,2,0.0,434,164,0,-3,0.0,434,164,0.0,0.0,0,3994,2219,6124,2113,0.0,0.0,0.0,0.08,0.08,4.81,0.0,0.04,0.04,2.4,16.8,196,83,1.3,270,96,0.0,344,146,1.8,264,97,,,,2,,Victor,Lindelöf,Lindelöf,,,180,0,0,0,5,1,0,0,0,0,0,2,10,,,,0.0,0.0,2.5,1.0,5.0,1,9,2
39,u,0.0,0.0,4.0,642,206,0,0,0,0,0.2,347,129,0,0,0.0,408,151,0,0,0.0,408,151,0.0,0.0,0,0,0,10267,3029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390,153,0.0,382,151,0.0,309,127,0.0,400,153,,,,2,,Kosta,Nedeljkovic,Nedeljkovic,Has joined Rangers on loan for the rest of the season,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
41,a,,,6.0,63,43,0,0,0,0,1.1,179,55,4,2,2.0,183,90,0,13,2.0,171,85,0.3,0.7,0,15579,10559,37932,16046,2.0,2.0,0.17,0.11,0.28,4.66,0.09,0.06,0.15,2.4,5.0,277,127,29.5,85,53,17.0,105,54,4.9,176,84,3.0,1.0,1.0,2,,Emiliano,Buendía Stati,Buendía,,,175,0,0,0,5,0,0,0,0,0,0,2,12,,,,0.0,0.0,2.57,1.03,6.17,2,3,7
45,a,,,5.5,126,81,0,0,0,0,2.5,113,33,2,1,1.0,307,143,0,10,1.0,252,118,0.2,0.4,0,18138,10532,75362,30709,1.0,1.0,0.09,0.06,0.15,4.66,0.05,0.03,0.08,2.45,1.6,315,141,14.4,152,91,11.0,139,69,2.2,249,112,2.0,,,2,,John,McGinn,McGinn,,,171,0,0,0,5,0,0,0,2,0,0,2,10,,,,0.0,0.0,2.63,1.05,5.26,2,3,5
46,a,,,5.0,240,150,0,0,0,0,0.3,314,110,4,2,2.0,158,73,0,34,2.0,150,71,0.4,0.8,0,5540,3665,5499,2783,2.0,2.0,0.13,0.04,0.17,4.59,0.08,0.02,0.1,2.75,22.2,166,59,44.7,42,34,9.0,153,75,7.6,107,55,4.0,,,2,,Ross,Barkley,Barkley,,,150,0,0,0,5,0,0,0,0,0,0,2,11,,,,0.0,0.0,3.0,1.2,6.6,3,2,6
47,a,100.0,100.0,5.0,288,174,0,0,0,0,0.3,289,96,4,2,2.0,163,76,0,22,2.0,153,74,0.4,0.8,0,6167,3678,8981,4242,2.0,2.0,0.0,0.03,0.03,4.81,0.0,0.02,0.02,2.4,21.8,170,63,17.0,137,83,0.0,487,182,3.9,196,88,,,,2,,Boubacar,Kamara,Kamara,,,180,0,0,0,5,0,0,0,0,0,0,2,15,,,,0.0,0.0,2.5,1.0,7.5,3,6,6
48,i,0.0,0.0,5.0,307,183,0,0,0,0,0.0,565,233,0,0,0.0,552,224,0,0,0.0,552,224,0.0,0.0,0,274,117,992,463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539,216,0.0,543,222,0.0,501,189,0.0,547,219,,,,2,,Amadou,Onana,Onana,Knee injury - Unknown return date,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
49,u,0.0,0.0,5.0,319,189,0,0,0,0,0.0,631,275,0,0,0.0,558,228,0,0,0.0,558,228,0.0,0.0,0,0,0,176,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545,220,0.0,550,226,0.0,509,193,0.0,553,223,,,,2,,Samuel,Iling-Junior,Iling Jr,Has joined Bolton Wanderers on loan for the rest of the season,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
50,a,,,4.5,564,285,0,0,0,0,0.7,229,76,0,0,0.0,501,194,0,0,0.0,501,194,0.0,0.0,0,9994,6481,13563,6795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484,183,0.0,484,191,0.0,429,149,0.0,493,187,,,,2,,Bradley,Burrowes,Burrowes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
51,a,,,4.5,544,276,0,0,0,0,0.9,199,61,4,2,2.0,155,71,0,17,2.0,149,70,0.4,0.9,0,31992,23249,14856,9372,2.0,2.0,0.0,0.01,0.01,4.78,0.0,0.01,0.01,2.69,12.4,222,91,15.9,144,86,2.0,224,106,3.0,218,96,,,,2,,George,Hemmings,George Hemmings,,,160,0,0,0,5,0,0,0,0,0,0,2,11,,,,0.0,0.0,2.81,1.12,6.19,5,0,6
6,i,0.0,0.0,6.0,77,8,0,0,0,0,0.2,322,120,0,0,0.0,634,213,0,0,0.0,634,213,0.0,0.0,0,1798,952,11350,4534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633,213,0.0,634,213,0.0,629,213,0.0,634,213,,,,2,,William,Saliba,Saliba,Back injury - Unknown return date,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
52,a,,,5.0,389,236,0,0,0,0,0.0,501,207,1,0,0.5,351,168,0,7,0.5,324,151,0.1,0.2,0,919,576,1256,660,0.5,0.5,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.53,5.2,270,122,0.8,293,148,2.0,236,112,0.8,301,135,,,,2,,Alysson Edward Franco,da Rocha dos Santos,Alysson,,,27,0,0,0,0,0,0,0,1,0,0,0,5,,,,0.0,0.0,0.0,0.0,16.67,2,1,2
53,i,0.0,0.0,5.9,115,75,-1,1,-1,1,0.1,379,145,0,0,0.0,630,273,0,0,0.0,630,273,0.0,0.0,0,491,259,12872,4082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629,274,0.0,629,274,0.0,624,270,0.0,630,274,,,,2,,Johan,Manzambi,Manzambi,Knee injury - Unknown return date,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
54,s,0.0,0.0,5.5,169,105,0,0,0,0,0.0,508,211,-2,0,-2.0,651,288,0,-2,-1.0,651,288,-0.2,-0.4,0,214,60,2781,898,0.0,0.0,0.0,0.01,0.01,2.58,0.0,0.02,0.02,5.95,1.0,327,149,11.0,179,102,0.0,599,254,1.2,289,130,,,,2,,Joao,Gomes,Gomes,Suspended until 19 Sep,,39,0,0,0,4,0,0,0,0,1,0,1,7,,,,0.0,0.0,9.23,2.31,16.15,4,1,2
44,a,,,5.4,213,132,-1,1,-1,1,0.1,395,155,0,0,0.0,594,249,0,0,0.0,594,249,0.0,0.0,0,1929,927,5067,2410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582,243,0.0,589,249,0.0,560,227,0.0,590,246,,,,2,,Leon,Bailey,Bailey,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
55,u,0.0,,7.8,13,4,-1,1,-2,2,5.2,69,10,0,0,0.0,649,78,0,0,0.0,649,78,0.0,0.0,0,14882,4250,487938,211478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650,78,0.0,650,78,0.0,650,78,0.0,650,78,,,2.0,2,,Ollie,Watkins,Watkins,Has joined Al Hilal permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
56,a,100.0,50.0,5.5,131,33,0,0,0,0,0.1,405,57,1,1,1.0,308,34,0,3,0.5,331,37,0.1,0.2,0,3288,2691,4709,2026,0.5,0.2,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.09,0.0,598,63,1.3,276,36,0.0,583,65,0.1,347,40,,,,2,,Tammy,Abraham,Abraham,,,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
160,a,,,5.9,107,68,-1,1,-1,1,0.5,265,89,2,1,1.0,326,155,0,5,1.0,263,127,0.2,0.3,0,3931,1910,19318,8743,1.0,1.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.79,0.2,338,157,2.0,251,131,0.0,621,267,0.2,338,157,,,,2,,Alejandro,Garnacho Ferreyra,Garnacho,,,16,0,0,0,0,0,0,0,0,0,0,0,2,,,,0.0,0.0,0.0,0.0,11.25,0,0,2
166,a,,,6.5,45,11,0,0,0,0,0.8,213,35,2,2,2.0,188,23,0,11,1.0,267,31,0.2,0.3,0,53184,20856,18174,4782,1.0,1.0,0.0,0.1,0.1,1.01,0.0,0.13,0.13,1.3,4.2,285,27,5.9,204,26,2.0,244,37,1.2,290,34,,,,2,,Nicolas,Jackson,N.Jackson,,,70,0,0,0,1,0,0,0,0,0,0,1,3,,,,0.0,0.0,1.29,1.29,3.86,0,0,3
582,i,0.0,0.0,5.5,210,47,0,0,0,0,0.3,290,50,0,0,0.0,624,72,0,0,0.0,624,72,0.0,0.0,0,1892,726,15691,6768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618,67,0.0,622,71,0.0,612,69,0.0,622,71,,,,2,,Brian,Madjo,Madjo,Unspecified injury - Unknown return date,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
596,a,,,4.5,507,135,0,0,0,0,0.1,424,150,1,0,1.0,253,96,0,3,0.5,290,105,0.1,0.2,0,1453,597,2254,1155,0.5,0.5,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.58,4.0,287,107,0.0,436,177,0.0,378,166,0.4,316,114,,,,2,,Matteo,Ruggeri,Ruggeri,,,8,0,0,0,0,0,0,0,0,0,0,0,2,,,,0.0,0.0,0.0,0.0,22.5,2,0,0
597,a,,,5.0,302,14,0,0,0,0,1.1,184,28,2,2,2.0,165,14,0,8,1.0,237,20,0.2,0.4,0,24069,19840,14063,7292,1.0,1.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,1.04,13.6,215,22,0.0,541,62,0.0,497,62,1.4,282,22,,,,2,,Zion,Suzuki,Suzuki,,,90,0,0,0,1,0,0,0,0,0,1,1,0,,,,1.0,0.0,1.0,1.0,0.0,0,2,9
606,a,,,4.0,637,201,0,0,0,0,0.2,370,136,0,0,0.0,404,147,0,0,0.0,404,147,0.0,0.0,0,6703,5143,1514,1268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386,149,0.0,378,147,0.0,304,122,0.0,396,149,,,,2,,Triston,Rowe,Rowe,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
607,a,,,4.5,539,274,0,0,0,0,0.1,406,159,0,0,0.0,483,186,0,0,0.0,483,186,0.0,0.0,0,6588,2985,2534,1702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465,174,0.0,466,183,0.0,409,141,0.0,475,179,,,,2,,Luka,Lynch,Lynch,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
611,a,,,4.5,462,103,0,0,0,0,0.1,396,141,1,1,1.0,241,85,0,4,1.0,218,75,0.2,0.2,0,6526,4977,1344,1178,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,294,111,0.8,289,106,0.0,348,148,0.4,315,113,,,,2,,Aaron,Wan-Bissaka,Wan-Bissaka,,,12,0,0,0,0,0,0,0,0,0,0,0,2,,,,0.0,0.0,0.0,0.0,15.0,2,0,0
618,a,,,6.0,60,42,0,0,0,0,0.0,511,213,0,0,0.0,631,274,0,0,0.0,631,274,0.0,0.0,0,2865,2653,635,628,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,275,0.0,630,275,0.0,625,271,0.0,631,275,,,,2,,Leon,Goretzka,Goretzka,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
630,a,,,4.5,484,120,0,0,0,0,0.0,629,208,0,0,0.0,446,171,0,0,0.0,446,171,0.0,0.0,0,213,213,26,26,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427,172,0.0,424,172,0.0,362,158,0.0,437,172,,,,2,,Taylor,Harwood-Bellis,Harwood-Bellis,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
631,a,,,6.0,89,59,0,0,0,0,0.0,592,251,0,0,0.0,638,279,0,0,0.0,638,279,0.0,0.0,0,980,980,85,85,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639,280,0.0,639,280,0.0,635,276,0.0,639,280,,,,2,,Ibrahim,Mbaye,Mbaye,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
57,a,,,4.5,495,40,0,0,0,0,3.4,97,17,5,3,2.5,131,10,0,33,2.5,125,10,0.6,1.1,0,57031,31653,37412,23359,2.5,2.5,0.0,0.0,0.0,4.09,0.0,0.0,0.0,2.04,70.6,16,2,0.0,431,42,0.0,370,41,7.1,120,2,,,,2,,Đorđe,Petrović,Petrović,,,180,0,0,0,3,0,0,0,0,0,9,2,0,,,,4.5,0.0,1.5,1.0,0.0,0,5,13
58,a,,,4.0,575,50,0,0,0,0,3.4,96,16,0,0,0.0,359,24,0,0,0.0,359,24,0.0,0.0,0,34450,24888,24950,14297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341,24,0.0,331,3,0.0,253,2,0.0,350,24,,,,2,,Fraser,Forster,Forster,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
59,u,0.0,0.0,4.0,610,65,0,0,0,0,0.2,365,39,0,0,0.0,383,39,0,0,0.0,383,39,0.0,0.0,0,1133,0,3694,2177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365,39,0.0,357,18,0.0,281,17,0.0,375,39,,,,2,,Will,Dennis,Dennis,Has joined MK Dons permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
60,a,,,5.5,173,22,0,0,0,0,0.9,206,78,5,4,2.5,140,50,0,19,2.5,135,48,0.5,0.9,0,14187,5034,14527,7786,2.5,2.5,0.0,0.74,0.74,4.09,0.0,0.37,0.37,2.04,37.2,109,48,21.3,122,38,4.0,202,72,6.3,140,52,,,,2,,James,Hill,Hill,,,180,0,0,0,3,0,0,0,0,0,0,2,18,,,,0.0,0.0,1.5,1.0,9.0,4,14,4
61,a,,,5.5,183,24,0,0,0,0,3.9,90,35,5,4,2.5,142,51,2,27,2.5,137,49,0.5,0.9,0,29396,8795,53834,28013,2.5,2.5,0.0,0.07,0.07,4.09,0.0,0.04,0.04,2.04,43.2,80,34,25.0,105,33,4.0,203,73,7.3,115,41,,,,2,,Adrien,Truffert,Truffert,,,180,0,0,0,3,0,0,0,0,0,0,2,16,,,,0.0,0.0,1.5,1.0,8.0,4,12,13
63,i,0.0,0.0,5.0,382,70,0,0,0,0,0.0,599,202,0,0,0.0,585,207,0,0,0.0,585,207,0.0,0.0,0,136,62,483,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573,208,0.0,579,208,0.0,548,204,0.0,581,208,,,,2,,Veljko,Milosavljevic,Milosavljević,Unspecified injury - Unknown return date,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
10,a,100.0,100.0,5.5,136,15,0,0,0,0,7.2,57,23,18,7,9.0,10,3,3,63,9.0,9,3,1.6,3.3,0,257376,112435,99012,73957,9.0,9.0,0.18,0.26,0.44,0.53,0.09,0.13,0.22,0.26,49.6,59,22,47.1,35,7,13.0,124,39,11.0,56,12,,,,2,,Benjamin,White,White,,,180,0,1,2,0,0,0,0,0,0,0,2,9,,,,0.0,1.0,0.0,1.0,4.5,2,7,5
64,a,,,4.5,423,81,0,0,0,0,0.1,391,140,2,1,1.0,235,80,0,9,1.0,215,73,0.2,0.4,0,4054,1209,2451,1433,1.0,1.0,0.0,0.02,0.02,4.09,0.0,0.01,0.01,2.04,22.6,165,77,16.3,142,44,0.0,321,138,3.9,195,73,,,,2,,Adam,Smith,Smith,,,180,0,0,0,3,0,0,0,1,0,0,2,11,,,,0.0,0.0,1.5,1.0,5.5,3,8,3
65,i,0.0,0.0,4.5,488,123,0,0,0,0,0.0,583,199,0,0,0.0,448,172,0,0,0.0,448,172,0.0,0.0,0,149,61,797,291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429,173,0.0,426,173,0.0,365,160,0.0,439,173,,,,2,,Julián,Araujo Zúñiga,J.Araujo,Thigh injury - Unknown return date,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
66,a,100.0,75.0,4.0,639,203,0,0,0,0,0.3,312,116,0,0,0.0,405,148,0,0,0.0,405,148,0.0,0.0,0,4647,4231,4183,1756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387,150,0.0,379,148,0.0,306,124,0.0,397,150,,,,2,,Julio,Soler Barreto,Soler,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
67,a,,,6.5,43,29,0,0,0,0,2.4,116,34,4,2,2.0,187,92,0,13,2.0,174,87,0.3,0.6,0,31899,8219,64530,42351,2.0,2.0,0.44,0.05,0.49,3.9,0.22,0.03,0.25,1.97,14.8,208,82,14.8,150,90,61.0,22,13,9.1,79,45,,,,2,,Rayan Vitor,Simplício Rocha,Rayan,,,178,0,0,0,2,0,0,0,0,0,0,2,6,,,,0.0,0.0,1.01,1.01,3.03,1,2,3
68,a,,,6.0,64,44,0,0,0,0,2.3,117,35,11,1,5.5,53,26,3,52,5.5,50,24,0.9,1.8,0,106956,19749,45986,33555,5.5,5.5,0.49,0.29,0.78,4.09,0.24,0.14,0.38,2.04,55.0,44,21,55.5,25,22,29.0,65,39,13.9,30,24,1.0,1.0,3.0,2,,Marcus,Tavernier,Tavernier,,,180,1,0,0,3,0,0,0,1,0,0,2,19,,,,0.0,0.0,1.5,1.0,9.5,6,3,10
69,a,,,6.0,81,55,0,0,0,0,1.9,133,39,14,12,7.0,29,15,3,56,7.0,27,14,1.2,2.3,0,49329,40809,25369,12483,7.0,7.0,0.26,0.28,0.54,3.96,0.13,0.14,0.27,2.02,59.0,33,16,36.9,55,42,21.0,89,48,11.7,47,33,2.0,4.0,,2,,Alex,Scott,Scott,,,176,1,0,1,2,0,0,0,1,0,0,2,26,,,,0.0,0.51,1.02,1.02,13.3,7,4,15
70,a,,,6.0,67,46,0,0,0,0,1.1,180,56,6,3,3.0,122,54,0,27,3.0,116,54,0.5,1.0,0,23539,7218,25842,16252,3.0,3.0,0.72,0.05,0.77,3.61,0.42,0.03,0.45,2.11,22.2,168,61,41.2,47,37,74.0,11,7,13.7,32,25,3.0,2.0,2.0,2,,Justin,Kluivert,Kluivert,,,154,0,0,2,0,0,0,0,0,0,0,2,14,,,,0.0,1.17,0.0,1.17,8.18,3,1,10
71,a,,,5.0,252,154,0,0,0,0,0.2,331,119,6,3,3.0,107,44,0,21,3.0,101,43,0.6,1.2,0,8164,4905,4450,2743,3.0,3.0,0.0,0.01,0.01,3.61,0.0,0.01,0.01,2.27,8.4,242,102,14.9,148,89,0.0,468,171,2.4,238,106,5.0,,,2,,Lewis,Cook,Cook,,,143,0,0,2,0,0,0,0,0,0,0,2,9,,,,0.0,1.26,0.0,1.26,5.66,1,3,5
72,a,,,5.0,337,199,0,0,0,0,0.1,466,186,1,0,1.0,282,124,0,3,0.5,314,142,0.1,0.2,0,664,299,1985,1152,0.5,0.5,0.0,0.0,0.0,0.19,0.0,0.0,0.0,17.1,0.2,335,154,0.1,328,166,2.0,232,110,0.2,334,154,,,,2,,Ben,Gannon-Doak,Gannon-Doak,,,1,0,0,0,1,0,0,0,0,0,0,0,1,,,,0.0,0.0,90.0,0.0,90.0,0,0,1
73,a,100.0,100.0,5.0,265,163,0,0,0,0,0.2,317,111,2,1,1.0,269,115,0,8,1.0,233,106,0.2,0.4,0,7274,4242,6494,3639,1.0,1.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,1.18,5.2,268,120,1.9,252,132,0.0,477,177,0.7,305,138,,,,2,,Tyler,Adams,Adams,,,36,0,0,0,3,0,0,0,0,0,0,0,6,,,,0.0,0.0,7.5,0.0,15.0,0,3,3
