player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,corners,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed,top_speed,distance_covered,walking_distance,running_distance,sprinting_distance,number_of_sprints,defensive_contributions
198,26-27-prem-crystal-palace-vs-manchester-city,90.0,,,,,,,,,,28.0,,,,2.0,,,,,0.0,0.0,11.0,,2.0,,,,,,,,,,0.0,4.0,4.0,2.6,-1.4,0.0,12.0,1.0,,1.0,,2.0,,,,,,0,90,4,0.0,0,,,,,,,
411,26-27-prem-crystal-palace-vs-manchester-city,90.0,2.0,0.0,5.0,0.64,,3.0,,,7.0,20.0,3.0,50.0,0.0,,,,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,3.0,5.0,1.0,20.0,2.0,67.0,1.0,0.0,,,,,,,,3.0,,,,,,,0.77,,0,90,1,0.0,0,,,,,,,
398,26-27-prem-crystal-palace-vs-manchester-city,90.0,0.0,2.0,3.0,0.36,0.33,0.0,,,5.0,68.0,44.0,92.0,3.0,3.0,1.0,25.0,2.0,100.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,5.0,6.0,5.0,50.0,0.0,0.0,2.0,1.0,,,,,,,,1.0,,,,,,,,,0,90,1,0.0,0,,,,,,,
222,26-27-prem-crystal-palace-vs-manchester-city,63.0,0.0,0.0,1.0,0.06,,0.0,,,1.0,18.0,6.0,67.0,0.0,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,2.0,40.0,1.0,50.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,0,63,3,0.0,0,,,,,,,
388,26-27-prem-crystal-palace-vs-manchester-city,90.0,0.0,0.0,,,0.04,,,,0.0,120.0,106.0,98.0,1.0,17.0,,,8.0,89.0,1.0,3.0,4.0,0.0,2.0,2.0,0.0,6.0,1.0,3.0,75.0,3.0,100.0,1.0,1.0,,,,,,,,0.0,,,,,,,,,0,90,1,0.0,0,,,,,,,
201,26-27-prem-crystal-palace-vs-manchester-city,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0,,,,,,,
224,26-27-prem-crystal-palace-vs-manchester-city,68.0,0.0,0.0,2.0,0.25,,0.0,,,2.0,23.0,7.0,88.0,1.0,1.0,,,,,2.0,1.0,3.0,0.0,0.0,,2.0,4.0,9.0,4.0,36.0,0.0,0.0,1.0,1.0,,,,,,,,2.0,,,,,,,,,0,68,3,0.0,0,,,,,,,
397,26-27-prem-crystal-palace-vs-manchester-city,90.0,0.0,1.0,2.0,0.06,0.5,1.0,,,10.0,67.0,41.0,93.0,3.0,1.0,1.0,25.0,,,1.0,0.0,2.0,0.0,0.0,,2.0,5.0,14.0,5.0,28.0,0.0,0.0,2.0,1.0,,,,,,,,3.0,,,,,,,0.21,,0,90,1,0.0,0,,,,,,,
392,26-27-prem-crystal-palace-vs-manchester-city,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0,,,,,,,
241,26-27-prem-crystal-palace-vs-manchester-city,22.0,0.0,0.0,,,,,,,0.0,6.0,3.0,75.0,0.0,1.0,,,1.0,50.0,0.0,1.0,1.0,0.0,0.0,,1.0,,3.0,0.0,0.0,0.0,,,1.0,,,,,,,,1.0,,,,,,,,,68,90,1,0.0,0,,,,,,,
202,26-27-prem-crystal-palace-vs-manchester-city,90.0,0.0,0.0,1.0,0.03,,1.0,,,1.0,40.0,24.0,83.0,0.0,4.0,,,1.0,33.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,3.0,,3.0,100.0,0.0,,,0.0,,,,,,,,0.0,,,,,,,0.04,,0,90,4,0.0,0,,,,,,,
207,26-27-prem-crystal-palace-vs-manchester-city,15.0,0.0,0.0,,,,,,,0.0,7.0,1.0,50.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,50.0,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,75,90,1,0.0,0,,,,,,,
211,26-27-prem-crystal-palace-vs-manchester-city,68.0,0.0,0.0,1.0,0.07,0.07,0.0,,,4.0,42.0,15.0,65.0,2.0,4.0,4.0,57.0,,,1.0,1.0,5.0,0.0,1.0,1.0,0.0,4.0,5.0,4.0,57.0,0.0,0.0,3.0,2.0,,,,,,,,1.0,,,,,,,,,0,68,3,0.0,0,,,,,,,
391,26-27-prem-crystal-palace-vs-manchester-city,75.0,0.0,1.0,,,0.04,,,,1.0,63.0,42.0,81.0,2.0,6.0,1.0,100.0,1.0,50.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,6.0,3.0,43.0,2.0,50.0,,2.0,,,,,,,,0.0,,,,,,,,,0,75,1,0.0,0,,,,,,,
42,26-27-prem-crystal-palace-vs-manchester-city,27.0,0.0,0.0,,,0.01,,,,0.0,6.0,2.0,100.0,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,3.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,,,,63,90,1,0.0,0,,,,,,,
481,26-27-prem-crystal-palace-vs-manchester-city,82.0,0.0,0.0,2.0,0.06,0.17,1.0,,,1.0,119.0,89.0,91.0,1.0,14.0,1.0,100.0,4.0,57.0,5.0,3.0,5.0,0.0,0.0,,1.0,8.0,5.0,7.0,58.0,1.0,100.0,1.0,1.0,,,,,,,,2.0,,,,,,,0.19,,0,82,1,0.0,0,,,,,,,
399,26-27-prem-crystal-palace-vs-manchester-city,82.0,2.0,0.0,3.0,0.46,0.36,3.0,,,6.0,80.0,58.0,92.0,3.0,3.0,1.0,33.0,2.0,67.0,0.0,0.0,3.0,0.0,0.0,,0.0,3.0,9.0,3.0,27.0,0.0,0.0,,4.0,,,,,,,,3.0,,,,,,,1.25,,0,82,1,0.0,0,,,,,,,
204,26-27-prem-crystal-palace-vs-manchester-city,90.0,0.0,0.0,2.0,0.11,0.16,0.0,,,2.0,45.0,22.0,88.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,3.0,50.0,0.0,,,0.0,,,,,,,,1.0,,,,,,,,,0,90,4,0.0,0,,,,,,,
395,26-27-prem-crystal-palace-vs-manchester-city,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0,,,,,,,
210,26-27-prem-crystal-palace-vs-manchester-city,90.0,0.0,0.0,,,0.07,,,,0.0,37.0,21.0,81.0,2.0,2.0,1.0,100.0,5.0,100.0,4.0,1.0,3.0,0.0,0.0,,0.0,7.0,1.0,6.0,86.0,1.0,100.0,2.0,0.0,,,,,,,,1.0,,,,,,,,,0,90,4,0.0,0,,,,,,,
387,26-27-prem-crystal-palace-vs-manchester-city,89.0,0.0,0.0,1.0,0.01,0.02,0.0,,,2.0,70.0,52.0,91.0,0.0,3.0,,,1.0,100.0,1.0,0.0,2.0,0.0,0.0,,2.0,5.0,6.0,4.0,40.0,1.0,100.0,,1.0,,,,,,,,2.0,,,,,,,,,0,89,1,0.0,0,,,,,,,
393,26-27-prem-crystal-palace-vs-manchester-city,89.0,0.0,0.0,,,0.02,,,,1.0,105.0,77.0,94.0,0.0,10.0,0.0,0.0,4.0,67.0,4.0,1.0,3.0,1.0,0.0,,0.0,6.0,1.0,5.0,83.0,1.0,100.0,,0.0,,,,,,,,0.0,,,,,,,,,0,89,1,0.0,0,,,,,,,
588,26-27-prem-crystal-palace-vs-manchester-city,75.0,0.0,0.0,1.0,0.01,,0.0,,,1.0,60.0,22.0,88.0,0.0,3.0,0.0,0.0,2.0,50.0,10.0,2.0,5.0,0.0,2.0,1.0,3.0,15.0,7.0,14.0,74.0,1.0,33.0,1.0,1.0,,,,,,,,0.0,,,,,,,,,0,75,3,0.0,0,,,,,,,
407,26-27-prem-crystal-palace-vs-manchester-city,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0,,,,,,,
396,26-27-prem-crystal-palace-vs-manchester-city,1.0,0.0,0.0,,,,,,,0.0,15.0,13.0,100.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,89,90,0,0.0,0,,,,,,,
203,26-27-prem-crystal-palace-vs-manchester-city,90.0,0.0,0.0,,,,,,,0.0,57.0,38.0,88.0,0.0,7.0,,,1.0,33.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,3.0,2.0,50.0,2.0,67.0,1.0,0.0,,,,,,,,0.0,,,,,,,,,0,90,4,0.0,0,,,,,,,
621,26-27-prem-crystal-palace-vs-manchester-city,8.0,0.0,0.0,1.0,0.07,,0.0,,,0.0,7.0,2.0,40.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,1.0,100.0,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,82,90,0,0.0,0,,,,,,,
622,26-27-prem-crystal-palace-vs-manchester-city,1.0,0.0,0.0,,,,,,,0.0,11.0,11.0,100.0,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,89,90,0,0.0,0,,,,,,,
