id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
141,u,0.0,0.0,5.0,338,17,0,0,0,0,0.0,602,70,0,0,0.0,584,71,0,0,0.0,584,71,0.0,0.0,0,0,0,788,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560,71,0.0,567,67,0.0,531,67,0.0,568,71,,,,3,,Filip,Jörgensen,Jörgensen,Has joined RC Strasbourg on loan for the rest of the season,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
142,a,,,5.5,145,18,0,0,0,0,8.0,53,21,1,0,0.5,376,132,0,4,0.3,366,131,0.1,0.2,0,92542,2978,301907,9427,0.3,0.3,0.1,0.07,0.17,1.47,0.08,0.06,0.14,1.18,23.8,161,73,17.2,135,40,21.0,85,21,6.2,141,53,1.0,1.0,,3,,Reece,James,James,,,112,0,0,0,3,0,0,0,1,0,0,1,6,,,,0.0,0.0,2.41,0.8,4.82,0,6,5
143,u,0.0,0.0,5.5,131,14,0,0,0,0,0.1,434,154,0,0,0.0,617,212,0,0,0.0,617,212,0.0,0.0,0,0,0,11809,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604,212,0.0,607,212,0.0,589,210,0.0,609,212,,,,3,,Trevoh,Chalobah,Chalobah,Has joined Como permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
144,a,,,5.0,316,57,0,0,0,0,1.1,176,70,2,0,1.0,303,120,0,1,0.7,284,102,0.1,0.4,0,24321,1070,33560,1092,0.7,0.7,0.0,0.04,0.04,2.52,0.0,0.02,0.02,1.37,15.0,207,88,10.5,183,59,6.0,187,65,3.2,213,83,,,,3,,Malo,Gusto,Gusto,,,165,0,0,0,5,0,0,0,0,0,0,2,8,,,,0.0,0.0,2.73,1.09,4.36,2,6,7
145,a,100.0,100.0,5.0,299,53,0,0,0,0,0.1,463,163,0,0,0.0,565,204,0,-2,0.0,565,204,0.0,0.0,0,3684,292,1599,110,0.0,0.0,0.0,0.01,0.01,1.26,0.0,0.01,0.01,1.69,19.4,179,78,0.9,285,104,0.0,502,197,2.0,258,95,,,,3,,Wesley,Fofana,Fofana,,,67,0,0,0,2,0,0,0,1,0,0,1,9,,,,0.0,0.0,2.69,1.34,12.09,0,9,0
146,u,0.0,0.0,4.5,479,115,0,0,0,0,0.0,587,199,0,0,0.0,461,176,0,0,0.0,461,176,0.0,0.0,0,232,0,1558,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424,169,0.0,421,169,0.0,358,154,0.0,434,169,,,,3,,Benoît,Badiashile Mukinayi,B.Badiashile,Has joined Napoli on loan for the rest of the season,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
148,a,,,4.5,532,143,0,0,0,0,0.7,236,86,5,0,2.5,151,57,0,17,1.7,181,67,0.4,1.1,0,30248,3374,15723,812,1.7,1.7,0.01,0.09,0.1,2.46,0.01,0.05,0.06,1.44,38.4,98,45,33.0,72,20,11.0,138,46,8.3,92,30,,,,3,,Jorrel,Hato,Hato,,,154,0,1,0,5,0,0,0,0,0,0,2,9,,,,0.0,0.0,2.92,1.17,5.26,4,5,5
149,a,,,4.9,403,73,-1,1,-1,1,1.2,169,68,1,0,0.5,371,129,0,8,0.3,334,121,0.1,0.2,0,19274,983,53161,1784,0.3,0.3,0.01,0.03,0.04,2.64,0.01,0.02,0.03,1.48,19.2,180,79,2.0,248,84,7.0,166,58,2.9,220,85,,,,3,,Levi,Samuels Colwill,Colwill,,,161,0,0,0,4,0,0,0,1,0,0,2,13,,,,0.0,0.0,2.24,1.12,7.27,3,10,5
150,u,0.0,0.0,4.5,541,145,0,0,0,0,0.0,508,176,0,0,0.0,500,190,0,0,0.0,500,190,0.0,0.0,0,429,0,4452,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466,185,0.0,467,186,0.0,410,175,0.0,476,185,,,,3,,Mamadou,Sarr,M.Sarr,Has joined Real Sociedad on loan for the rest of the season,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
151,a,,,4.5,544,147,0,0,0,0,0.4,277,102,4,0,2.0,183,71,0,12,1.3,201,74,0.3,0.9,0,13175,318,10287,372,1.3,1.3,0.0,0.01,0.01,1.47,0.0,0.01,0.01,1.18,39.4,96,44,2.3,237,77,2.0,223,84,4.3,187,70,,,,3,,Josh,Acheampong,Acheampong,,,112,0,0,0,3,0,0,0,0,0,0,1,18,,,,0.0,0.0,2.41,0.8,14.46,6,12,6
152,d,75.0,75.0,5.4,235,33,0,0,-1,1,1.3,165,66,0,0,0.0,615,211,0,0,0.0,615,211,0.0,0.0,0,5923,142,153375,3435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601,211,0.0,603,211,0.0,583,209,0.0,607,211,,,,3,,Marco,Palestra,Palestra,Unspecified injury - 75% chance of playing,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
154,a,100.0,100.0,9.6,3,2,0,0,1,-1,19.6,13,6,20,0,10.0,8,4,3,88,6.7,17,7,0.7,2.1,0,834638,69864,231156,6396,6.7,6.7,0.94,0.32,1.26,2.65,0.49,0.17,0.66,1.39,106.0,3,3,66.6,15,14,80.0,9,5,25.3,3,3,,3.0,1.0,3,,Cole,Palmer,Palmer,,,172,2,1,0,5,0,0,0,0,0,0,2,17,,,,0.0,0.0,2.62,1.05,8.9,4,2,11
156,a,,,6.5,37,25,0,0,0,0,1.3,163,51,8,0,4.0,84,38,0,41,2.7,127,56,0.4,1.2,0,29714,2201,44133,1192,2.7,2.7,0.44,0.4,0.84,1.48,0.49,0.44,0.93,1.64,50.4,53,27,29.7,83,51,42.0,43,26,12.2,42,31,2.0,4.0,,3,,Pedro,Lomba Neto,Neto,,,81,1,0,0,2,0,0,0,0,0,0,1,8,,,,0.0,0.0,2.22,1.11,8.89,1,3,4
157,a,,,6.4,53,37,0,0,-1,1,0.8,209,66,1,0,1.0,358,170,0,3,0.3,376,177,0.0,0.2,0,9408,358,60275,1739,0.3,0.3,0.0,0.0,0.0,0.09,0.0,0.0,0.0,1.16,0.2,339,158,0.4,312,157,0.0,640,281,0.1,348,163,5.0,,3.0,3,,Estêvão,Almeida de Oliveira Gonçalves,Estêvão,,,7,0,0,0,0,0,0,0,0,0,0,0,1,,,,0.0,0.0,0.0,0.0,12.86,0,0,1
158,a,,,5.9,102,66,0,0,-1,1,0.0,540,221,0,0,0.0,633,275,0,0,0.0,633,275,0.0,0.0,0,558,27,1799,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628,273,0.0,628,273,0.0,622,268,0.0,629,273,,,,3,,Jamie,Bynoe-Gittens,Gittens,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
159,d,75.0,75.0,5.4,223,138,0,0,-1,1,1.9,132,41,1,0,1.0,327,149,0,3,0.3,359,167,0.1,0.2,0,12992,280,195507,5033,0.2,0.2,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.48,0.0,592,250,0.1,329,167,0.0,575,237,0.0,599,252,,,,3,,Moisés,Caicedo Corozo,Caicedo,Unspecified injury - 75% chance of playing,,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
161,a,,,5.0,341,203,0,0,0,0,0.2,340,124,8,0,4.0,78,36,0,40,2.7,119,49,0.5,1.6,0,15897,1000,4978,301,2.7,2.7,0.75,0.03,0.78,2.31,0.52,0.02,0.54,1.59,52.6,48,24,22.7,114,70,66.0,15,9,14.2,28,22,,,,3,,Roméo,Lavia,Lavia,,,131,1,0,0,4,0,0,0,1,0,0,2,16,,,,0.0,0.0,2.75,1.37,10.99,4,5,7
163,u,0.0,0.0,4.5,511,267,0,0,0,0,0.2,365,137,0,0,0.0,473,186,0,0,0.0,473,186,0.0,0.0,0,2698,0,8253,773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437,166,0.0,439,175,0.0,381,133,0.0,447,171,,,,3,,Dário,Luís Essugo,D.Essugo,Has joined RC Strasbourg on loan for the rest of the season,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
164,a,100.0,100.0,5.4,233,147,0,0,-1,1,0.0,520,215,1,0,1.0,332,153,0,2,0.3,363,170,0.1,0.2,0,554,31,2091,75,0.3,0.3,0.0,0.0,0.0,0.09,0.0,0.0,0.0,1.01,1.2,325,147,0.3,317,161,2.0,239,115,0.4,319,146,,,,3,,Geovany,Quenda,Quenda,,,8,0,0,0,0,0,0,0,0,0,0,0,1,,,,0.0,0.0,0.0,0.0,11.25,0,1,0
165,a,,,7.7,15,5,0,0,2,-2,71.4,1,1,20,0,10.0,6,1,4,89,6.7,15,3,0.9,2.6,0,895570,43854,227479,8543,6.7,6.7,1.86,0.1,1.96,2.74,0.93,0.05,0.98,1.37,104.0,4,1,45.5,40,1,83.0,7,4,23.2,4,1,,,,3,,João Pedro,Junqueira de Jesus,João Pedro,,,180,2,2,0,5,1,0,0,0,0,0,2,6,,,,0.0,0.0,2.5,1.0,3.0,1,1,4
168,u,0.0,0.0,5.0,332,58,0,0,0,0,0.3,290,49,0,0,0.0,581,62,0,0,0.0,581,62,0.0,0.0,0,4102,0,20601,1668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557,53,0.0,564,58,0.0,528,55,0.0,565,58,,,,3,,Marc,Guiu Paz,Marc Guiu,Has joined RB Leipzig permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
169,a,,,4.5,538,73,0,0,0,0,0.4,274,47,0,0,0.0,497,52,0,0,0.0,497,52,0.0,0.0,0,12556,1188,10763,596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463,43,0.0,464,48,0.0,407,45,0.0,473,48,,,,3,,Shumaira,Mheuka,Mheuka,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
170,a,100.0,100.0,5.0,337,59,0,0,0,0,0.2,362,55,0,0,0.0,583,63,0,0,0.0,583,63,0.0,0.0,0,4630,471,5893,311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559,54,0.0,566,59,0.0,530,56,0.0,567,59,,,,3,,Emmanuel,Emegha,Emegha,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
200,a,,,6.0,71,7,0,0,0,0,8.3,51,19,7,0,3.5,100,37,0,22,2.3,146,57,0.4,1.2,0,100842,4441,201843,6826,2.3,2.3,0.02,0.2,0.22,2.74,0.01,0.1,0.11,1.37,57.2,38,13,11.3,177,56,8.0,162,55,7.6,110,38,,,,3,,Maxence,Lacroix,Lacroix,,,180,0,1,0,5,0,0,0,0,0,0,2,21,,,,0.0,0.0,2.5,1.0,10.5,6,15,3
560,a,,,4.5,530,47,0,0,0,0,0.1,474,54,0,0,0.0,491,63,0,0,0.0,491,63,0.0,0.0,0,791,33,1975,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456,63,0.0,458,49,0.0,400,48,0.0,466,63,,,,3,,Mike,Penders,Penders,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
561,a,100.0,100.0,4.5,560,152,0,0,0,0,0.0,569,194,0,0,0.0,513,194,0,0,0.0,513,194,0.0,0.0,0,377,30,732,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480,189,0.0,480,190,0.0,425,181,0.0,489,189,,,,3,,Aaron,Anselmino,Anselmino,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
568,a,,,5.5,182,112,0,0,0,0,0.1,393,148,1,0,1.0,340,157,0,1,0.3,367,171,0.1,0.2,0,1671,88,3856,122,0.3,0.3,0.04,0.0,0.04,0.07,0.45,0.0,0.45,0.79,0.0,614,266,0.0,618,267,4.0,204,98,0.2,336,156,,,,3,,Valentín,Barco,Barco,,,8,0,0,0,1,0,0,0,0,0,0,0,1,,,,0.0,0.0,11.25,0.0,11.25,0,1,0
583,a,,,4.9,407,75,-1,1,-1,1,0.2,353,130,2,0,1.0,286,113,0,4,0.7,275,99,0.1,0.4,0,1815,70,6838,203,0.7,0.7,0.0,0.02,0.02,0.37,0.0,0.04,0.04,0.77,8.8,239,97,0.5,307,115,2.0,225,85,1.2,287,104,,,,3,,Pep,Chavarría,Chavarria,,,43,0,0,0,1,0,0,0,0,0,0,0,4,,,,0.0,0.0,2.09,0.0,8.37,1,3,2
91,a,,,4.5,474,112,0,0,0,0,0.1,470,166,4,3,2.0,178,68,0,2,1.3,200,73,0.3,0.9,0,1140,61,2359,72,1.3,1.3,0.11,0.0,0.11,2.38,0.1,0.0,0.1,2.1,3.8,291,108,0.7,295,108,0.0,354,152,0.5,310,111,,,,3,,Ethan,Pinnock,Pinnock,,,102,0,0,0,2,0,0,0,1,0,0,1,15,,,,0.0,0.0,1.76,0.88,13.24,1,14,2
104,a,,,5.0,295,178,0,0,0,0,0.1,403,155,4,2,2.0,193,85,0,13,1.3,208,95,0.3,0.8,0,2873,38,5964,159,1.3,1.3,0.0,0.01,0.01,3.06,0.0,0.01,0.01,1.81,3.6,296,134,1.6,264,138,0.0,499,190,0.5,311,142,,,,3,,Frank,Onyeka,Onyeka,,,152,0,0,0,4,0,0,0,0,0,0,2,12,,,,0.0,0.0,2.37,1.18,7.11,2,3,7
110,a,,,4.5,503,41,0,0,0,0,1.0,193,30,5,2,1.7,219,19,0,23,1.7,180,16,0.4,1.1,0,15314,445,25698,2073,1.7,1.7,0.0,0.01,0.01,4.44,0.0,0.0,0.0,1.48,24.8,153,17,0.0,434,43,0.0,376,42,2.5,231,17,,,,3,,Carl,Rushworth,Rushworth,,,270,0,0,0,5,0,0,0,0,0,5,3,0,,,,1.67,0.0,1.67,1.0,0.0,0,3,29
171,u,0.0,0.0,4.0,621,68,0,0,0,0,1.3,157,23,0,0,0.0,410,42,0,0,0.0,410,42,0.0,0.0,0,8924,0,27284,2578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371,42,0.0,363,21,0.0,288,20,0.0,381,42,,,,3,,Oliver,Dovin,Dovin,Has joined Leyton Orient on loan for the rest of the season,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
172,a,,,4.5,438,29,0,0,0,0,0.4,275,36,0,0,0.0,443,50,0,0,0.0,443,50,0.0,0.0,0,521,29,7856,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405,50,0.0,399,31,0.0,333,30,0.0,415,50,,,,3,,Ben,Wilson,Wilson,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
173,a,,,4.0,617,184,0,0,0,0,8.5,50,18,15,4,5.0,51,21,2,59,5.0,40,17,1.2,3.8,0,162907,10688,99605,6048,5.0,5.0,0.23,0.19,0.42,3.9,0.08,0.07,0.15,1.37,40.2,89,40,11.9,172,53,1.0,248,91,5.3,159,59,,,,3,,Bobby,Thomas,Thomas,,,257,0,0,1,4,0,0,0,0,0,0,3,31,,,,0.0,0.35,1.4,1.05,10.86,2,29,11
174,u,0.0,0.0,4.0,610,179,0,0,0,0,0.5,251,96,0,0,0.0,403,141,0,0,0.0,403,141,0.0,0.0,0,981,0,16776,1553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364,133,0.0,356,131,0.0,280,104,0.0,374,133,,,,3,,Liam,Kitching,Kitching,Has joined Sheffield United on loan for the rest of the season,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
175,a,,,4.0,615,182,0,0,0,0,11.7,33,11,6,3,2.0,172,64,0,12,2.0,149,59,0.5,1.5,0,79752,3589,184202,12377,2.0,2.0,0.0,0.26,0.26,4.44,0.0,0.09,0.09,1.48,26.0,148,66,35.9,58,13,8.0,157,52,7.0,123,44,,,,3,,Milan,van Ewijk,van Ewijk,,,270,0,0,0,5,0,0,0,1,0,0,3,20,,,,0.0,0.0,1.67,1.0,6.67,5,15,10
176,a,,,4.0,595,167,0,0,0,0,0.8,220,82,5,2,1.7,218,77,0,21,1.7,178,65,0.4,1.2,0,6138,250,11590,350,1.7,1.7,0.18,0.15,0.33,4.44,0.06,0.05,0.11,1.51,29.0,136,61,11.1,178,57,17.0,98,27,5.8,148,56,,,,3,,Jay,Dasilva,Dasilva,,,264,0,0,0,5,0,0,0,0,0,0,3,16,,,,0.0,0.0,1.7,1.02,5.45,4,12,7
177,i,0.0,0.0,4.0,619,185,0,0,0,0,0.0,501,174,0,0,0.0,408,143,0,0,0.0,408,143,0.0,0.0,0,312,13,2079,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369,135,0.0,361,133,0.0,286,107,0.0,379,135,,,,3,,Kaine,Kesler-Hayden,Kesler-Hayden,Hamstring injury - Unknown return date,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
178,a,,,4.0,581,160,0,0,0,0,0.1,452,159,0,0,0.0,385,133,0,0,0.0,385,133,0.0,0.0,0,1257,88,1798,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346,125,0.0,336,121,0.0,258,92,0.0,355,124,,,,3,,Jake,Bidwell,Bidwell,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
179,a,,,4.0,599,171,0,0,0,0,0.0,518,178,0,0,0.0,396,137,0,0,0.0,396,137,0.0,0.0,0,518,39,938,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357,129,0.0,349,127,0.0,273,100,0.0,367,129,,,,3,,Joel,Latibeaudiere,Latibeaudiere,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
180,i,0.0,0.0,4.0,604,175,0,0,0,0,0.1,379,139,0,0,0.0,399,139,0,0,0.0,399,139,0.0,0.0,0,1651,46,5624,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360,131,0.0,352,129,0.0,276,102,0.0,370,131,,,,3,,Luke,Woolfenden,Woolfenden,Knee injury - Unknown return date,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
181,u,0.0,0.0,4.0,641,204,0,0,0,0,0.0,536,184,0,0,0.0,427,159,0,0,0.0,427,159,0.0,0.0,0,275,0,1360,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388,151,0.0,380,149,0.0,307,125,0.0,398,151,,,,3,,Miguel,Brau,Brau,Has joined Academico de Viseu on loan for the rest of the season,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
182,a,,,4.0,631,194,0,0,0,0,0.8,218,80,4,2,1.3,241,81,0,9,1.3,197,70,0.3,1.0,0,6814,362,13040,452,1.3,1.3,0.02,0.39,0.41,4.44,0.01,0.13,0.14,1.48,40.2,90,41,2.9,229,72,5.0,192,66,4.9,173,64,,,,3,,Aurèle,Amenda,Amenda,,,270,0,0,0,5,0,0,0,1,0,0,3,16,,,,0.0,0.0,1.67,1.0,5.33,1,15,11
183,a,100.0,100.0,5.0,315,188,0,0,0,0,0.1,407,158,6,2,2.0,197,88,0,24,2.0,162,72,0.4,1.2,0,2024,68,4012,144,2.0,2.0,0.47,0.18,0.65,1.49,0.28,0.11,0.39,0.88,12.4,223,92,31.5,76,49,21.0,83,46,6.5,133,68,4.0,1.0,,3,,Jack,Rudoni,Rudoni,,,152,0,0,1,1,0,0,0,0,0,0,2,16,,,,0.0,0.59,0.59,1.18,9.47,3,3,10
184,a,,,5.0,255,158,0,0,0,0,0.2,357,132,6,2,2.0,190,82,0,36,2.0,157,67,0.4,1.2,0,2817,46,5837,297,2.0,2.0,0.05,0.05,0.1,4.44,0.02,0.02,0.04,1.48,27.6,144,52,24.6,107,64,2.0,227,108,5.4,157,74,1.0,,3.0,3,,Matt,Grimes,Grimes,,,270,0,0,0,5,0,0,0,0,0,0,3,25,,,,0.0,0.0,1.67,1.0,8.33,5,8,12
185,a,,,4.9,408,247,0,0,-1,1,0.1,450,179,1,0,1.0,287,120,0,8,0.3,335,151,0.1,0.2,0,590,49,3289,91,0.3,0.3,0.02,0.02,0.04,0.69,0.06,0.06,0.12,2.0,6.2,259,116,5.9,202,111,7.0,167,80,1.9,261,117,,,,3,,Tatsuhiro,Sakamoto,Sakamoto,,,31,0,0,0,1,0,0,0,0,0,0,0,4,,,,0.0,0.0,2.9,0.0,11.61,2,0,2
186,a,100.0,100.0,5.4,209,130,0,0,-1,1,0.1,424,168,3,2,1.5,236,109,0,8,1.0,242,113,0.2,0.6,0,740,23,3772,106,1.0,1.0,0.0,0.06,0.06,1.2,0.0,0.04,0.04,0.85,4.2,284,131,16.0,143,85,0.0,566,232,2.0,259,116,,,,3,,Ephron,Mason-Clark,Mason-Clark,,,127,0,0,0,1,0,0,0,0,0,0,2,9,,,,0.0,0.0,0.71,1.42,6.38,0,4,5
187,a,,,4.9,399,244,0,0,-1,1,0.0,581,241,0,0,0.0,533,213,0,0,0.0,533,213,0.0,0.0,0,516,13,720,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502,195,0.0,502,202,0.0,450,162,0.0,511,199,,,,3,,Josh,Eccles,Eccles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
188,a,,,5.4,207,128,0,0,-1,1,0.1,397,152,2,0,1.0,322,146,0,10,0.7,293,137,0.1,0.4,0,658,9,4921,125,0.7,0.7,0.0,0.12,0.12,1.01,0.0,0.23,0.23,1.93,6.8,255,113,20.0,128,77,0.0,565,231,2.6,229,102,2.0,2.0,2.0,3,,Victor,Torp,Torp,,,47,0,0,0,1,0,0,0,0,0,0,0,3,,,,0.0,0.0,1.91,0.0,5.74,0,1,2
189,a,,,4.5,567,288,0,0,0,0,0.3,306,108,0,0,0.0,520,204,0,0,0.0,520,204,0.0,0.0,0,2889,179,7168,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487,185,0.0,487,193,0.0,432,151,0.0,496,189,,,,3,,George,Shepherd,Shepherd,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
190,a,,,5.5,167,100,0,0,0,0,0.1,404,156,4,1,1.3,246,113,0,27,1.3,213,100,0.2,0.7,0,2914,24,5342,139,1.3,1.3,0.19,0.16,0.35,2.45,0.1,0.09,0.19,1.33,8.8,240,100,24.5,108,65,8.0,159,78,4.2,190,85,,,,3,,Loum,Tchaouna,Tchaouna,,,166,0,0,0,3,0,0,0,0,0,0,2,15,,,,0.0,0.0,1.63,1.08,8.13,1,5,9
191,u,0.0,0.0,4.5,513,269,0,0,0,0,0.1,388,145,0,0,0.0,475,188,0,0,0.0,475,188,0.0,0.0,0,1943,0,6056,495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439,168,0.0,441,177,0.0,383,135,0.0,449,173,,,,3,,Raphael,Borges Rodrigues,Borges Rodrigues,Has joined Burton Albion on loan for the rest of the season,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
192,u,0.0,0.0,4.5,561,285,0,0,0,0,0.4,265,89,0,0,0.0,514,201,0,0,0.0,514,201,0.0,0.0,0,2718,0,25901,942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481,182,0.0,481,190,0.0,426,148,0.0,490,186,,,,3,,Kai,Andrews,Andrews,Has joined Oxford United on loan for the rest of the season,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
193,i,0.0,0.0,5.4,201,47,0,0,-1,1,0.1,422,60,0,0,0.0,602,69,0,0,0.0,602,69,0.0,0.0,0,372,19,9022,249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580,60,0.0,587,65,0.0,560,62,0.0,588,65,,,1.0,3,,Haji,Wright,Wright,Thigh injury - Unknown return date,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
194,a,,,5.0,286,54,0,0,0,0,0.8,212,35,4,1,1.3,244,28,0,20,1.3,206,20,0.3,0.8,0,32165,1182,26581,1194,1.3,1.3,0.0,0.02,0.02,2.96,0.0,0.02,0.02,2.22,5.8,263,24,3.1,228,32,2.0,232,36,1.1,293,35,,,4.0,3,,Brandon,Thomas-Asante,Thomas-Asante,,,120,0,0,0,4,0,0,0,0,0,0,1,11,,,,0.0,0.0,3.0,0.75,8.25,0,6,5
195,a,,,5.0,276,52,0,0,0,0,0.9,205,33,3,1,1.5,231,26,0,10,1.0,235,27,0.2,0.6,0,30594,601,33039,1435,1.0,1.0,0.28,0.01,0.29,2.27,0.29,0.01,0.3,2.32,2.6,305,32,12.3,166,16,2.0,230,35,1.7,271,32,,,,3,,Ellis,Simms,Simms,,,88,0,0,0,3,0,0,0,0,0,0,1,3,,,,0.0,0.0,3.07,1.02,3.07,0,1,2
