id,first_name,second_name,web_name,status,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,selected_by_percent,selected_rank,selected_rank_type,form,form_rank,form_rank_type,event_points,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,points_per_game,points_per_game_rank,points_per_game_rank_type,chance_of_playing_next_round,chance_of_playing_this_round,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,set_piece_threat,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,gw,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution
1,David,Raya Martín,Raya,a,,,6.0,61,1,38.5,6,1,4.0,68,3,0,0,0,0,0,21971,12841,0.7,2.0,4.0,4.0,6.0,41,2,,,194,20,633,71,628,71,267,20,,,,,,,,0.0,0.0,0.0,0.26,0.5,1.0,0.0,1.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25367,15448,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
4,Gabriel,dos Santos Magalhães,Gabriel,a,,,8.0,7,1,25.6,10,2,4.3,60,24,0,0,0,0,0,4379,20161,0.5,1.6,4.3,4.3,6.5,28,12,,,154,69,210,67,182,61,207,81,,,,,,,,0.09,0.02,0.11,0.26,0.0,1.0,0.0,1.0,7.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4676,23828,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
5,Jurriën,Timber,J.Timber,d,Groin injury - 25% chance of playing,,6.5,40,3,0.1,449,158,0.0,646,214,0,0,0,0,0,98,196,0.0,0.0,0.0,0.0,0.0,646,214,25.0,25.0,645,214,645,214,644,214,645,214,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,204,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6,William,Saliba,Saliba,i,Back injury - Unknown return date,,6.0,75,8,0.2,325,119,0.0,638,213,0,0,0,0,0,133,560,0.0,0.0,0.0,0.0,0.0,638,213,0.0,0.0,634,213,635,213,630,213,635,213,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,573,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
7,Myles,Lewis-Skelly,Lewis-Skelly,a,,,5.5,177,108,0.7,228,76,2.0,171,78,0,0,0,0,0,887,860,0.4,1.1,2.0,2.0,3.0,133,54,,,171,64,99,61,133,68,146,71,,,,,,,,0.07,0.07,0.14,0.3,0.0,1.12,0.0,1.12,6.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,962,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
8,Riccardo,Calafiori,Calafiori,a,,,5.7,117,11,46.0,4,1,6.7,14,6,0,0,0,2,-2,46092,4670,1.2,3.5,6.7,6.7,10.0,5,2,,,69,28,110,34,126,40,89,28,,,,,,,,0.08,0.29,0.37,0.21,0.0,1.06,0.0,1.06,4.24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50047,6384,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
9,Piero,Hincapié,Hincapie,a,,,5.3,236,34,1.2,175,69,0.3,355,127,0,-1,1,-2,2,538,2031,0.1,0.2,0.3,0.3,1.0,318,121,,,333,124,310,116,558,205,346,123,,,,,,,,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,2258,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
10,Benjamin,White,White,a,,,5.5,133,15,7.6,57,22,6.0,25,10,0,0,0,0,0,17376,9682,1.1,3.3,6.0,6.0,9.0,10,3,100.0,100.0,59,22,35,7,124,39,56,12,,,,,,,,0.09,0.13,0.22,0.26,0.0,1.0,0.0,1.0,4.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18642,11851,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11,Cristhian,Mosquera,Mosquera,d,Unspecified injury - 75% chance of playing,,5.5,178,25,4.3,83,33,4.0,66,29,0,0,0,0,0,210,13597,0.7,2.2,3.0,3.0,6.0,39,17,75.0,75.0,157,71,250,85,606,211,227,88,,,,,,,,0.0,0.01,0.01,0.28,0.0,1.07,0.0,1.07,5.36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,16766,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
12,Bukayo,Saka,Saka,a,,,9.5,4,3,11.0,38,14,6.7,16,6,0,0,0,0,0,22687,6222,0.7,2.1,6.7,6.7,10.0,7,3,,,6,5,66,45,10,6,7,6,2.0,2.0,1.0,,,,,0.73,0.07,0.8,0.22,0.0,1.15,0.0,1.15,10.32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26156,7821,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
13,Declan,Rice,Rice,a,,,7.5,16,10,14.2,29,11,2.7,128,57,0,0,0,0,0,2201,14665,0.4,1.1,2.7,2.7,4.0,85,39,,,134,49,67,46,246,120,128,64,1.0,1.0,,,,,,0.04,0.11,0.15,0.23,0.0,1.19,0.0,1.19,10.73,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2309,16473,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
14,Eberechi,Eze,Eze,a,,,6.4,51,35,1.4,155,47,0.7,307,146,0,0,0,-1,1,750,2226,0.1,0.3,0.7,0.7,1.0,357,169,,,316,142,220,120,215,104,307,140,,3.0,,,,,,0.06,0.11,0.17,0.59,0.0,0.0,0.0,0.0,7.63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,2458,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15,Martin,Ødegaard,Ødegaard,a,,,6.6,32,21,11.1,37,13,4.7,46,22,0,0,0,1,-1,10503,10750,0.7,2.1,4.7,4.7,7.0,23,9,,,37,17,33,27,53,31,29,23,4.0,4.0,3.0,,,,,0.18,0.11,0.29,0.24,0.0,1.24,0.0,1.24,8.07,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11282,12440,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
16,Noni,Madueke,Madueke,a,,,6.3,55,39,0.2,316,112,0.3,374,175,0,0,0,-2,2,323,425,0.0,0.2,0.3,0.3,1.0,355,167,,,237,99,44,35,638,279,163,77,6.0,,,,,,,0.0,0.16,0.16,0.61,0.0,0.0,0.0,0.0,8.18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,471,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
17,Mikel,Merino Zazón,Merino,a,,,5.9,92,60,0.5,253,84,0.7,301,142,0,0,0,-1,1,309,1020,0.1,0.3,0.7,0.7,1.0,345,160,,,258,115,241,128,121,61,244,109,,,,,,,,0.38,0.05,0.43,0.41,0.0,0.0,0.0,0.0,16.36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,1067,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
18,Gabriel,Martinelli Silva,Martinelli,u,Has joined Al Hilal permanently,,6.3,56,40,0.1,394,149,0.0,643,284,0,0,0,-2,2,0,1693,0.0,0.0,0.0,0.0,0.0,643,284,0.0,0.0,642,283,642,283,639,280,642,283,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
19,Martín,Zubimendi Ibáñez,Zubimendi,a,,,5.4,221,137,0.8,217,70,0.7,294,138,0,0,0,-1,1,297,1171,0.1,0.4,0.7,0.7,1.0,325,148,,,241,101,226,123,574,236,288,129,,,,,,,,0.0,0.07,0.07,0.5,0.0,0.0,0.0,0.0,16.67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,1293,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20,Max,Dowman,Dowman,a,,,5.4,234,148,0.1,468,185,0.0,614,263,0,0,0,-1,1,77,154,0.0,0.0,0.0,0.0,0.0,614,263,,,600,257,602,258,582,243,606,258,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,168,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
22,Ethan,Nwaneri,Nwaneri,u,Has joined Borussia Dortmund on loan for the rest of the season,,5.4,225,140,0.0,600,254,0.0,612,261,0,0,0,-1,1,0,84,0.0,0.0,0.0,0.0,0.0,612,261,0.0,0.0,594,252,599,256,577,239,601,254,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
23,Fábio,Ferreira Vieira,Fábio Vieira,u,Has joined Hamburger SV permanently,,5.5,157,94,0.0,607,257,0.0,622,268,0,0,0,0,0,0,72,0.0,0.0,0.0,0.0,0.0,622,268,0.0,0.0,610,262,614,263,600,253,615,263,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
24,Reiss,Nelson,Nelson,u,has departed the club as a free agent.,,5.5,135,83,0.0,616,262,0.0,618,264,0,0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,618,264,0.0,0.0,605,258,608,259,591,246,610,259,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
25,Viktor,Gyökeres,Gyökeres,a,,,7.3,23,8,4.5,81,12,0.0,647,76,0,0,0,-2,2,1114,9342,0.0,0.0,0.0,0.0,0.0,647,76,,,647,76,647,76,647,76,647,76,,,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149,10871,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
26,Kai,Havertz,Havertz,a,,,7.5,17,6,6.7,61,8,2.7,129,12,0,0,0,0,0,5133,10220,0.4,1.1,2.7,2.7,4.0,86,11,,,94,8,140,13,36,11,65,9,,,,,,,,0.14,0.03,0.17,0.26,0.0,1.0,0.0,1.0,3.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5566,11653,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
27,Gabriel,Fernando de Jesus,G.Jesus,u,Has joined FC Barcelona permanently,,5.9,93,24,0.2,322,53,0.0,631,75,0,0,0,-1,1,0,1991,0.0,0.0,0.0,0.0,0.0,631,75,0.0,0.0,623,70,626,73,616,71,626,73,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2046,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
31,Ezri,Konsa Ngoyo,Konsa,a,,,4.4,569,154,11.4,36,13,0.3,318,109,0,0,0,-1,1,36545,9812,0.1,0.2,0.3,0.3,1.0,260,93,,,299,113,324,119,318,135,323,116,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42274,11417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
452,Bruno,Guimarães Rodriguez Moura,Bruno G.,d,Knock - 75% chance of playing,,6.8,31,20,2.0,129,39,0.3,378,179,0,0,0,-2,2,195,4354,0.0,0.1,0.2,0.2,1.0,361,173,75.0,75.0,320,145,294,149,245,119,322,147,5.0,,4.0,,,,,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,14.21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,4811,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
557,Christos,Tzolis,Tzolis,a,,,6.5,38,26,18.9,16,8,2.0,176,81,0,0,0,0,0,4117,47535,0.3,0.9,2.0,2.0,3.0,138,56,,,195,76,30,25,56,32,67,41,3.0,,,,,,,0.14,0.11,0.25,0.12,0.0,0.75,0.0,1.5,6.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4426,62084,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
29,Marco,Bizot,M.Bizot,a,,,4.5,426,24,0.1,382,46,0.3,321,22,0,0,0,0,0,144,119,0.1,0.2,0.3,0.3,1.0,265,22,,,138,15,391,26,323,25,223,15,,,,,,,,0.0,0.0,0.0,3.77,3.0,0.0,4.0,1.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,133,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
30,Lucas,Digne,Digne,u,Has joined Paris Saint-Germain permanently,,4.5,431,84,0.1,479,169,0.0,439,168,0,0,0,0,0,0,171,0.0,0.0,0.0,0.0,0.0,439,168,0.0,0.0,400,160,394,158,327,140,410,160,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
32,Matty,Cash,Cash,a,,,4.5,458,100,7.0,59,24,0.3,325,114,0,0,0,0,0,2701,4931,0.1,0.2,0.3,0.3,0.5,369,127,,,149,67,230,73,164,56,206,80,1.0,,,,,,,0.08,0.01,0.09,2.59,0.0,0.0,2.69,1.08,7.01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3089,5473,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
33,Tyrone,Mings,Mings,a,,,4.5,443,88,0.4,279,104,0.3,323,112,0,0,0,0,0,186,290,0.1,0.2,0.3,0.3,1.0,267,98,,,311,116,403,160,337,142,332,119,,,,,,,,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,5.62,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,304,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
34,Pau,Torres,Pau,a,,,4.5,484,119,0.4,266,97,0.7,269,95,0,0,0,0,0,266,283,0.2,0.4,0.7,0.7,1.0,274,105,,,229,94,265,91,361,157,286,103,,,,,,,,0.0,0.01,0.01,2.53,0.0,0.0,2.76,1.1,4.97,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,312,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
35,Lamare,Bogarde,Bogarde,a,,,5.0,343,205,0.1,469,186,0.3,349,160,0,0,0,0,0,120,105,0.1,0.2,0.3,0.3,1.0,308,134,,,307,138,309,156,532,206,327,150,,,,,,,,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,5.62,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,113,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
36,Ian,Maatsen,Maatsen,a,,,4.5,492,126,0.7,221,83,0.3,326,115,0,0,0,0,0,543,536,0.1,0.2,0.3,0.3,0.5,370,128,,,212,89,271,97,112,33,217,84,,,,,,,,0.05,0.0,0.05,2.45,0.0,0.0,2.63,1.05,8.95,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,599,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
37,Victor,Lindelöf,Lindelöf,a,,,4.5,455,97,0.3,302,112,0.0,452,172,0,0,0,0,0,202,201,0.0,0.0,0.0,0.0,0.0,452,172,,,196,83,270,96,344,146,264,97,,,,,,,,0.0,0.04,0.04,2.4,0.0,0.0,2.5,1.0,5.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,218,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
38,Andrés,García,A.García,a,,,4.0,646,208,1.7,138,58,0.0,431,162,0,0,0,0,0,2647,1096,0.0,0.0,0.0,0.0,0.0,431,162,,,392,154,384,152,312,129,402,154,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2782,1194,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
39,Kosta,Nedeljkovic,Nedeljkovic,u,Has joined Rangers on loan for the rest of the season,,4.0,643,206,0.2,354,131,0.0,429,161,0,0,0,0,0,0,255,0.0,0.0,0.0,0.0,0.0,429,161,0.0,0.0,390,153,382,151,309,127,400,153,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
41,Emiliano,Buendía Stati,Buendía,a,,,6.0,63,43,1.1,182,57,1.3,217,101,0,0,0,0,0,1001,1655,0.2,0.7,1.3,1.3,2.0,211,97,,,277,127,85,53,105,54,176,84,3.0,1.0,1.0,,,,,0.09,0.06,0.15,2.4,0.0,0.0,2.57,1.03,6.17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,1846,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
44,Leon,Bailey,Bailey,u,Has joined Olympiakos permanently,,5.4,205,126,0.1,417,163,0.0,605,256,0,0,0,-1,1,0,1121,0.0,0.0,0.0,0.0,0.0,605,256,0.0,0.0,583,244,590,250,563,229,591,247,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
45,John,McGinn,McGinn,a,,,5.4,200,122,2.4,113,34,0.7,291,135,0,0,0,-1,1,1348,2681,0.1,0.4,0.7,0.7,1.0,320,144,,,315,141,152,91,139,69,248,112,2.0,,,,,,,0.05,0.03,0.08,2.45,0.0,0.0,2.63,1.05,5.26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510,2970,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
46,Ross,Barkley,Barkley,a,,,5.0,241,151,0.3,305,107,1.3,204,93,0,0,0,0,0,413,289,0.3,0.8,1.3,1.3,2.0,187,81,,,166,59,42,34,153,75,107,55,4.0,,,,,,,0.08,0.02,0.1,2.75,0.0,0.0,3.0,1.2,6.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,314,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
47,Boubacar,Kamara,Kamara,a,,,5.0,284,172,0.3,285,94,1.3,205,94,0,0,0,0,0,463,460,0.3,0.8,1.3,1.3,2.0,192,84,100.0,100.0,170,63,137,83,491,185,196,88,,,,,,,,0.0,0.02,0.02,2.4,0.0,0.0,2.5,1.0,7.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,498,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
48,Amadou,Onana,Onana,i,Knee injury - Unknown return date,,5.0,301,180,0.0,574,237,0.0,566,233,0,0,0,0,0,15,47,0.0,0.0,0.0,0.0,0.0,566,233,0.0,0.0,540,217,544,223,504,192,548,220,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
49,Samuel,Iling-Junior,Iling Jr,u,Has joined Bolton Wanderers on loan for the rest of the season,,5.0,312,186,0.0,643,282,0.0,571,236,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,571,236,0.0,0.0,546,221,551,227,512,196,554,224,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
50,Bradley,Burrowes,Burrowes,a,,,4.5,564,286,0.7,234,80,0.0,517,202,0,0,0,0,0,965,655,0.0,0.0,0.0,0.0,0.0,517,202,,,484,183,484,191,429,149,493,187,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,706,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
51,George,Hemmings,George Hemmings,a,,,4.5,545,277,1.0,195,60,1.3,202,92,0,0,0,0,0,3644,1329,0.3,0.9,1.3,1.3,2.0,184,79,,,222,91,144,86,224,106,218,96,,,,,,,,0.0,0.01,0.01,2.69,0.0,0.0,2.81,1.12,6.19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4038,1467,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
52,Alysson Edward Franco,da Rocha dos Santos,Alysson,a,,,5.0,378,230,0.0,499,203,0.3,354,165,0,0,0,0,0,66,67,0.1,0.2,0.3,0.3,0.5,373,178,,,270,122,293,148,236,112,301,135,,,,,,,,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,16.67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,69,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
53,Johan,Manzambi,Manzambi,i,Knee injury - Expected back 12 Sep,,5.9,115,75,0.1,385,142,0.0,635,277,0,0,0,-1,1,55,285,0.0,0.0,0.0,0.0,0.0,635,277,0.0,0.0,631,276,631,276,626,272,632,276,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,298,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
54,Joao,Gomes,Gomes,s,Suspended until 19 Sep,,5.5,161,97,0.0,516,213,-0.7,652,289,0,0,0,0,0,6,70,-0.1,-0.4,0.0,0.0,-2.0,652,289,0.0,0.0,327,149,179,102,601,254,289,130,,,,,,,,0.0,0.02,0.02,5.95,0.0,0.0,9.23,2.31,16.15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
55,Ollie,Watkins,Watkins,u,Has joined Al Hilal permanently,,7.8,13,4,4.0,87,13,0.0,651,78,0,0,0,-2,2,0,29292,0.0,0.0,0.0,0.0,0.0,651,78,0.0,0.0,651,78,651,78,651,78,651,78,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31328,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
56,Tammy,Abraham,Abraham,a,,,5.5,129,33,0.1,370,56,0.3,364,43,0,0,0,0,0,787,236,0.1,0.2,0.3,0.3,1.0,334,37,100.0,100.0,603,64,276,36,588,66,347,40,,,,,,,,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,253,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
160,Alejandro,Garnacho Ferreyra,Garnacho,a,,,5.9,107,68,0.4,262,87,0.7,304,144,0,0,0,-1,1,255,821,0.1,0.3,0.7,0.7,1.0,349,163,,,338,157,251,131,623,269,338,157,,,,,,,,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,11.25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,895,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
166,Nicolas,Jackson,N.Jackson,a,,,6.5,45,11,1.0,191,31,0.7,309,39,0,0,0,0,0,3710,1302,0.1,0.3,0.7,0.7,2.0,215,23,,,285,27,204,26,244,37,290,34,,,,,,,,0.0,0.13,0.13,1.3,0.0,0.0,1.29,1.29,3.86,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4316,1399,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
582,Brian,Madjo,Madjo,i,Unspecified injury - Unknown return date,,5.5,198,46,0.3,294,50,0.0,628,73,0,0,0,0,0,59,622,0.0,0.0,0.0,0.0,0.0,628,73,0.0,0.0,619,67,623,71,613,69,623,71,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,685,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
596,Matteo,Ruggeri,Ruggeri,a,,,4.5,508,135,0.1,427,149,0.3,328,117,0,0,0,0,0,34,108,0.1,0.2,0.3,0.3,1.0,279,109,,,287,107,436,177,378,166,316,114,,,,,,,,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,22.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,119,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
597,Zion,Suzuki,Suzuki,a,,,5.0,297,13,1.1,177,27,0.7,283,21,0,0,0,0,0,1755,710,0.1,0.4,0.7,0.7,2.0,194,18,,,215,22,543,63,501,63,282,22,,,,,,,,0.0,0.0,0.0,1.04,1.0,0.0,1.0,1.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2069,810,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
606,Triston,Rowe,Rowe,a,,,4.0,638,201,0.1,374,137,0.0,425,157,0,0,0,0,0,411,150,0.0,0.0,0.0,0.0,0.0,425,157,,,386,149,378,147,304,122,396,149,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,156,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
