id,first_name,second_name,web_name,status,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,selected_by_percent,selected_rank,selected_rank_type,form,form_rank,form_rank_type,event_points,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,points_per_game,points_per_game_rank,points_per_game_rank_type,chance_of_playing_next_round,chance_of_playing_this_round,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,set_piece_threat,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,gw,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution
144,Malo,Gusto,Gusto,a,,,5.0,316,57,1.1,176,70,0.7,284,102,0,0,0,0,0,1070,1092,0.1,0.4,0.7,0.7,1.0,303,120,,,207,88,183,59,187,65,213,83,,,,,,,,0.0,0.02,0.02,1.37,0.0,0.0,2.73,1.09,4.36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,1217,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
145,Wesley,Fofana,Fofana,a,,,5.0,299,53,0.1,463,163,0.0,565,204,0,0,0,0,0,292,110,0.0,0.0,0.0,0.0,0.0,565,204,100.0,100.0,179,78,285,104,502,197,258,95,,,,,,,,0.0,0.01,0.01,1.69,0.0,0.0,2.69,1.34,12.09,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,114,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
146,Benoît,Badiashile Mukinayi,B.Badiashile,u,Has joined Napoli on loan for the rest of the season,,4.5,479,115,0.0,587,199,0.0,461,176,0,0,0,0,0,0,39,0.0,0.0,0.0,0.0,0.0,461,176,0.0,0.0,424,169,421,169,358,154,434,169,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
148,Jorrel,Hato,Hato,a,,,4.5,532,143,0.7,236,86,1.7,181,67,0,0,0,0,0,3374,812,0.4,1.1,1.7,1.7,2.5,151,57,,,98,45,72,20,138,46,92,30,,,,,,,,0.01,0.05,0.06,1.44,0.0,0.0,2.92,1.17,5.26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3502,880,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
149,Levi,Samuels Colwill,Colwill,a,,,4.9,403,73,1.2,169,68,0.3,334,121,0,-1,1,-1,1,983,1784,0.1,0.2,0.3,0.3,0.5,371,129,,,180,79,248,84,166,58,220,85,,,,,,,,0.01,0.02,0.03,1.48,0.0,0.0,2.24,1.12,7.27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,2076,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
150,Mamadou,Sarr,M.Sarr,u,Has joined Real Sociedad on loan for the rest of the season,,4.5,541,145,0.0,508,176,0.0,500,190,0,0,0,0,0,0,154,0.0,0.0,0.0,0.0,0.0,500,190,0.0,0.0,466,185,467,186,410,175,476,185,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
151,Josh,Acheampong,Acheampong,a,,,4.5,544,147,0.4,277,102,1.3,201,74,0,0,0,0,0,318,372,0.3,0.9,1.3,1.3,2.0,183,71,,,96,44,237,77,223,84,187,70,,,,,,,,0.0,0.01,0.01,1.18,0.0,0.0,2.41,0.8,14.46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,415,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
152,Marco,Palestra,Palestra,d,Unspecified injury - 75% chance of playing,,5.4,235,33,1.3,165,66,0.0,615,211,0,0,0,-1,1,142,3435,0.0,0.0,0.0,0.0,0.0,615,211,75.0,75.0,601,211,603,211,583,209,607,211,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,4318,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
154,Cole,Palmer,Palmer,a,,,9.6,3,2,19.6,13,6,6.7,17,7,0,0,0,1,-1,69864,6396,0.7,2.1,6.7,6.7,10.0,8,4,100.0,100.0,3,3,15,14,9,5,3,3,,3.0,1.0,,,,,0.49,0.17,0.66,1.39,0.0,0.0,2.62,1.05,8.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73758,8739,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
156,Pedro,Lomba Neto,Neto,a,,,6.5,37,25,1.3,163,51,2.7,127,56,0,0,0,0,0,2201,1192,0.4,1.2,2.7,2.7,4.0,84,38,,,53,27,83,51,43,26,42,31,2.0,4.0,,,,,,0.49,0.44,0.93,1.64,0.0,0.0,2.22,1.11,8.89,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290,1324,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
157,Estêvão,Almeida de Oliveira Gonçalves,Estêvão,a,,,6.4,53,37,0.8,209,66,0.3,376,177,0,0,0,-1,1,358,1739,0.0,0.2,0.3,0.3,1.0,358,170,,,339,158,312,157,640,281,348,163,5.0,,3.0,,,,,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,12.86,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,1904,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
158,Jamie,Bynoe-Gittens,Gittens,a,,,5.9,102,66,0.0,540,221,0.0,633,275,0,0,0,-1,1,27,51,0.0,0.0,0.0,0.0,0.0,633,275,,,628,273,628,273,622,268,629,273,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
159,Moisés,Caicedo Corozo,Caicedo,d,Unspecified injury - 75% chance of playing,,5.4,223,138,1.9,132,41,0.3,359,167,0,0,0,-1,1,280,5033,0.1,0.2,0.2,0.2,1.0,327,149,75.0,75.0,592,250,329,167,575,237,599,252,,,,,,,,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,5563,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
161,Roméo,Lavia,Lavia,a,,,5.0,341,203,0.2,340,124,2.7,119,49,0,0,0,0,0,1000,301,0.5,1.6,2.7,2.7,4.0,78,36,,,48,24,114,70,15,9,28,22,,,,,,,,0.52,0.02,0.54,1.59,0.0,0.0,2.75,1.37,10.99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092,324,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
163,Dário,Luís Essugo,D.Essugo,u,Has joined RC Strasbourg on loan for the rest of the season,,4.5,511,267,0.2,365,137,0.0,473,186,0,0,0,0,0,0,773,0.0,0.0,0.0,0.0,0.0,473,186,0.0,0.0,437,166,439,175,381,133,447,171,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
164,Geovany,Quenda,Quenda,a,,,5.4,233,147,0.0,520,215,0.3,363,170,0,0,0,-1,1,31,75,0.1,0.2,0.3,0.3,1.0,332,153,100.0,100.0,325,147,317,161,239,115,319,146,,,,,,,,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,11.25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
165,João Pedro,Junqueira de Jesus,João Pedro,a,,,7.7,15,5,71.4,1,1,6.7,15,3,0,0,0,2,-2,43854,8543,0.9,2.6,6.7,6.7,10.0,6,1,,,4,1,40,1,7,4,4,1,,,,,,,,0.93,0.05,0.98,1.37,0.0,0.0,2.5,1.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46553,11622,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
168,Marc,Guiu Paz,Marc Guiu,u,Has joined RB Leipzig permanently,,5.0,332,58,0.3,290,49,0.0,581,62,0,0,0,0,0,0,1668,0.0,0.0,0.0,0.0,0.0,581,62,0.0,0.0,557,53,564,58,528,55,565,58,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
169,Shumaira,Mheuka,Mheuka,a,,,4.5,538,73,0.4,274,47,0.0,497,52,0,0,0,0,0,1188,596,0.0,0.0,0.0,0.0,0.0,497,52,,,463,43,464,48,407,45,473,48,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,619,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
170,Emmanuel,Emegha,Emegha,a,,,5.0,337,59,0.2,362,55,0.0,583,63,0,0,0,0,0,471,311,0.0,0.0,0.0,0.0,0.0,583,63,100.0,100.0,559,54,566,59,530,56,567,59,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,331,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
200,Maxence,Lacroix,Lacroix,a,,,6.0,71,7,8.3,51,19,2.3,146,57,0,0,0,0,0,4441,6826,0.4,1.2,2.3,2.3,3.5,100,37,,,38,13,177,56,162,55,110,38,,,,,,,,0.01,0.1,0.11,1.37,0.0,0.0,2.5,1.0,10.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4530,7824,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
560,Mike,Penders,Penders,a,,,4.5,530,47,0.1,474,54,0.0,491,63,0,0,0,0,0,33,78,0.0,0.0,0.0,0.0,0.0,491,63,,,456,63,458,49,400,48,466,63,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
561,Aaron,Anselmino,Anselmino,a,,,4.5,560,152,0.0,569,194,0.0,513,194,0,0,0,0,0,30,12,0.0,0.0,0.0,0.0,0.0,513,194,100.0,100.0,480,189,480,190,425,181,489,189,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
568,Valentín,Barco,Barco,a,,,5.5,182,112,0.1,393,148,0.3,367,171,0,0,0,0,0,88,122,0.1,0.2,0.3,0.3,1.0,340,157,,,614,266,618,267,204,98,336,156,,,,,,,,0.45,0.0,0.45,0.79,0.0,0.0,11.25,0.0,11.25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,134,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
583,Pep,Chavarría,Chavarria,a,,,4.9,407,75,0.2,353,130,0.7,275,99,0,-1,1,-1,1,70,203,0.1,0.4,0.7,0.7,1.0,286,113,,,239,97,307,115,225,85,287,104,,,,,,,,0.0,0.04,0.04,0.77,0.0,0.0,2.09,0.0,8.37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,231,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
91,Ethan,Pinnock,Pinnock,a,,,4.5,474,112,0.1,470,166,1.3,200,73,3,0,0,0,0,61,72,0.3,0.9,1.3,1.3,2.0,178,68,,,291,108,295,108,354,152,310,111,,,,,,,,0.1,0.0,0.1,2.1,0.0,0.0,1.76,0.88,13.24,3,3,90,0,0,0,1,0,0,0,1,0,0,1,0,3,63,85,0,0.11,0.0,0.11,1.8399999999999999,0.0,0.0,0.0,0.0,1,12,2,13
104,Frank,Onyeka,Onyeka,a,,,5.0,295,178,0.1,403,155,1.3,208,95,2,0,0,0,0,38,159,0.3,0.8,1.3,1.3,2.0,193,85,,,296,134,264,138,499,190,311,142,,,,,,,,0.0,0.01,0.01,1.81,0.0,0.0,2.37,1.18,7.11,3,2,62,0,0,0,1,0,0,0,0,0,0,1,0,5,42,193,0,0.0,0.0,0.0,1.1800000000000002,0.0,0.0,0.0,0.0,1,0,2,3
110,Carl,Rushworth,Rushworth,a,,,4.5,503,41,1.0,193,30,1.7,180,16,2,0,0,0,0,445,2073,0.4,1.1,1.7,1.7,1.7,219,19,,,153,17,434,43,376,42,231,17,,,,,,,,0.0,0.0,0.0,1.48,1.67,0.0,1.67,1.0,0.0,3,2,90,0,0,0,1,0,0,0,0,0,2,1,0,13,477,2314,0,0.0,0.0,0.0,1.8400000000000003,0.0,0.0,0.0,0.0,0,1,9,0
171,Oliver,Dovin,Dovin,u,Has joined Leyton Orient on loan for the rest of the season,,4.0,621,68,1.3,157,23,0.0,410,42,0,0,0,0,0,0,2578,0.0,0.0,0.0,0.0,0.0,410,42,0.0,0.0,371,42,363,21,288,20,381,42,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2763,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
172,Ben,Wilson,Wilson,a,,,4.5,438,29,0.4,275,36,0.0,443,50,0,0,0,0,0,29,209,0.0,0.0,0.0,0.0,0.0,443,50,,,405,50,399,31,333,30,415,50,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,237,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
173,Bobby,Thomas,Thomas,a,,,4.0,617,184,8.5,50,18,5.0,40,17,4,0,0,0,0,10688,6048,1.2,3.8,5.0,5.0,5.0,51,21,,,89,40,172,53,248,91,159,59,,,,,,,,0.08,0.07,0.15,1.37,0.0,0.35,1.4,1.05,10.86,3,4,90,0,0,0,1,0,0,0,0,0,0,1,0,20,11538,6799,0,0.21000000000000002,0.17,0.38,1.8399999999999999,0.0,0.0,0.0,0.0,1,11,3,12
174,Liam,Kitching,Kitching,u,Has joined Sheffield United on loan for the rest of the season,,4.0,610,179,0.5,251,96,0.0,403,141,0,0,0,0,0,0,1553,0.0,0.0,0.0,0.0,0.0,403,141,0.0,0.0,364,133,356,131,280,104,374,133,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1689,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
175,Milan,van Ewijk,van Ewijk,a,,,4.0,615,182,11.7,33,11,2.0,149,59,3,0,0,0,0,3589,12377,0.5,1.5,2.0,2.0,2.0,172,64,,,148,66,58,13,157,52,123,44,,,,,,,,0.0,0.09,0.09,1.48,0.0,0.0,1.67,1.0,6.67,3,3,90,0,0,0,1,0,0,0,1,0,0,1,0,5,3873,13630,0,0.0,0.06,0.06,1.8400000000000003,0.0,0.0,0.0,0.0,3,8,4,11
176,Jay,Dasilva,Dasilva,a,,,4.0,595,167,0.8,220,82,1.7,178,65,2,0,0,0,0,250,350,0.4,1.2,1.7,1.7,1.7,218,77,,,136,61,178,57,98,27,148,56,,,,,,,,0.06,0.05,0.11,1.51,0.0,0.0,1.7,1.02,5.45,3,2,84,0,0,0,1,0,0,0,0,0,0,1,0,10,269,415,0,0.0,0.07999999999999999,0.08000000000000002,1.8400000000000003,0.0,0.0,0.0,0.0,2,5,3,7
177,Kaine,Kesler-Hayden,Kesler-Hayden,i,Hamstring injury - Unknown return date,,4.0,619,185,0.0,501,174,0.0,408,143,0,0,0,0,0,13,67,0.0,0.0,0.0,0.0,0.0,408,143,0.0,0.0,369,135,361,133,286,107,379,135,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
178,Jake,Bidwell,Bidwell,a,,,4.0,581,160,0.1,452,159,0.0,385,133,0,0,0,0,0,88,76,0.0,0.0,0.0,0.0,0.0,385,133,,,346,125,336,121,258,92,355,124,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,84,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
179,Joel,Latibeaudiere,Latibeaudiere,a,,,4.0,599,171,0.0,518,178,0.0,396,137,0,0,0,0,0,39,38,0.0,0.0,0.0,0.0,0.0,396,137,,,357,129,349,127,273,100,367,129,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
180,Luke,Woolfenden,Woolfenden,i,Knee injury - Unknown return date,,4.0,604,175,0.1,379,139,0.0,399,139,0,0,0,0,0,46,215,0.0,0.0,0.0,0.0,0.0,399,139,0.0,0.0,360,131,352,129,276,102,370,131,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,229,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
181,Miguel,Brau,Brau,u,Has joined Academico de Viseu on loan for the rest of the season,,4.0,641,204,0.0,536,184,0.0,427,159,0,0,0,0,0,0,47,0.0,0.0,0.0,0.0,0.0,427,159,0.0,0.0,388,151,380,149,307,125,398,151,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
182,Aurèle,Amenda,Amenda,a,,,4.0,631,194,0.8,218,80,1.3,197,70,2,0,0,0,0,362,452,0.3,1.0,1.3,1.3,1.3,241,81,,,90,41,229,72,192,66,173,64,,,,,,,,0.01,0.13,0.14,1.48,0.0,0.0,1.67,1.0,5.33,3,2,90,0,0,0,1,0,0,0,0,0,0,1,0,4,389,503,0,0.0,0.34,0.33999999999999997,1.8400000000000003,0.0,0.0,0.0,0.0,1,2,6,3
183,Jack,Rudoni,Rudoni,a,,,5.0,315,188,0.1,407,158,2.0,162,72,2,0,0,0,0,68,144,0.4,1.2,2.0,2.0,2.0,197,88,100.0,100.0,223,92,76,49,83,46,133,68,4.0,1.0,,,,,,0.28,0.11,0.39,0.88,0.0,0.59,0.59,1.18,9.47,3,2,62,0,0,0,1,0,0,0,0,0,0,1,0,9,70,172,0,0.26,0.09,0.35000000000000003,1.18,0.0,0.0,0.0,0.0,1,2,2,5
184,Matt,Grimes,Grimes,a,,,5.0,255,158,0.2,357,132,2.0,157,67,2,0,0,0,0,46,297,0.4,1.2,2.0,2.0,2.0,190,82,,,144,52,107,64,227,108,157,74,1.0,,3.0,,,,,0.02,0.02,0.04,1.48,0.0,0.0,1.67,1.0,8.33,3,2,90,0,0,0,1,0,0,0,0,0,0,1,0,8,49,339,0,0.04,0.0,0.04000000000000001,1.8400000000000003,0.0,0.0,0.0,0.0,5,3,0,8
185,Tatsuhiro,Sakamoto,Sakamoto,a,,,4.9,408,247,0.1,450,179,0.3,335,151,0,0,0,-1,1,49,91,0.1,0.2,0.3,0.3,1.0,287,120,,,259,116,202,111,167,80,261,117,,,,,,,,0.06,0.06,0.12,2.0,0.0,0.0,2.9,0.0,11.61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,102,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
186,Ephron,Mason-Clark,Mason-Clark,a,,,5.4,209,130,0.1,424,168,1.0,242,113,2,0,0,-1,1,23,106,0.2,0.6,1.0,1.0,1.5,236,109,100.0,100.0,284,131,143,85,566,232,259,116,,,,,,,,0.0,0.04,0.04,0.85,0.0,0.0,0.71,1.42,6.38,3,2,70,0,0,0,1,0,0,0,0,0,0,1,0,4,25,129,0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0,2,3,5
187,Josh,Eccles,Eccles,a,,,4.9,399,244,0.0,581,241,0.0,533,213,0,0,0,-1,1,13,17,0.0,0.0,0.0,0.0,0.0,533,213,,,502,195,502,202,450,162,511,199,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
188,Victor,Torp,Torp,a,,,5.4,207,128,0.1,397,152,0.7,293,137,0,0,0,-1,1,9,125,0.1,0.4,0.7,0.7,1.0,322,146,,,255,113,128,77,565,231,229,102,2.0,2.0,2.0,,,,,0.0,0.23,0.23,1.93,0.0,0.0,1.91,0.0,5.74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,141,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
189,George,Shepherd,Shepherd,a,,,4.5,567,288,0.3,306,108,0.0,520,204,0,0,0,0,0,179,258,0.0,0.0,0.0,0.0,0.0,520,204,,,487,185,487,193,432,151,496,189,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,288,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
190,Loum,Tchaouna,Tchaouna,a,,,5.5,167,100,0.1,404,156,1.3,213,100,1,0,0,0,0,24,139,0.2,0.7,1.3,1.3,1.3,246,113,,,240,100,108,65,159,78,190,85,,,,,,,,0.1,0.09,0.19,1.33,0.0,0.0,1.63,1.08,8.13,3,1,27,0,0,0,0,0,0,0,0,0,0,0,0,9,25,173,0,0.1,0.010000000000000009,0.10999999999999999,0.6700000000000002,0.0,0.0,0.0,0.0,0,0,1,1
191,Raphael,Borges Rodrigues,Borges Rodrigues,u,Has joined Burton Albion on loan for the rest of the season,,4.5,513,269,0.1,388,145,0.0,475,188,0,0,0,0,0,0,495,0.0,0.0,0.0,0.0,0.0,475,188,0.0,0.0,439,168,441,177,383,135,449,173,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
192,Kai,Andrews,Andrews,u,Has joined Oxford United on loan for the rest of the season,,4.5,561,285,0.4,265,89,0.0,514,201,0,0,0,0,0,0,942,0.0,0.0,0.0,0.0,0.0,514,201,0.0,0.0,481,182,481,190,426,148,490,186,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
193,Haji,Wright,Wright,i,Thigh injury - Unknown return date,,5.4,201,47,0.1,422,60,0.0,602,69,0,0,0,-1,1,19,249,0.0,0.0,0.0,0.0,0.0,602,69,0.0,0.0,580,60,587,65,560,62,588,65,,,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,264,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
194,Brandon,Thomas-Asante,Thomas-Asante,a,,,5.0,286,54,0.8,212,35,1.3,206,20,1,0,0,0,0,1182,1194,0.3,0.8,1.3,1.3,1.3,244,28,,,263,24,228,32,232,36,293,35,,,4.0,,,,,0.0,0.02,0.02,2.22,0.0,0.0,3.0,0.75,8.25,3,1,19,0,0,0,0,0,0,0,0,0,0,0,0,6,1274,1294,0,0.0,0.0,0.0,0.6699999999999999,0.0,0.0,0.0,0.0,0,1,2,3
195,Ellis,Simms,Simms,a,,,5.0,276,52,0.9,205,33,1.0,235,27,1,0,0,0,0,601,1435,0.2,0.6,1.0,1.0,1.5,231,26,,,305,32,166,16,230,35,271,32,,,,,,,,0.29,0.01,0.3,2.32,0.0,0.0,3.07,1.02,3.07,3,1,19,0,0,0,0,0,0,0,0,0,0,0,0,3,645,1604,0,0.28,0.0,0.27999999999999997,0.6699999999999999,0.0,0.0,0.0,0.0,0,0,0,0
196,Jahnoah,Markelo,Markelo,u,Has joined Shabab Al-Ahli Dubai permanently,,5.0,357,61,0.0,604,76,0.0,592,64,0,0,0,0,0,0,23,0.0,0.0,0.0,0.0,0.0,592,64,0.0,0.0,569,55,576,60,542,57,577,60,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
197,Norman,Bassette,Bassette,u,Has joined KVC Westerlo on loan for the rest of the season,,4.5,529,70,0.0,534,72,0.0,490,50,0,0,0,0,0,0,60,0.0,0.0,0.0,0.0,0.0,490,50,0.0,0.0,455,40,457,46,399,42,465,45,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
492,Taiwo,Awoniyi,Awoniyi,a,,,5.5,142,36,0.7,232,39,1.7,190,18,2,0,0,0,0,578,958,0.3,0.9,1.7,1.7,1.7,224,25,,,233,20,104,9,16,7,69,11,,,5.0,,,,,0.58,0.02,0.6,1.1,0.0,0.0,1.0,1.0,4.5,3,2,70,0,0,0,1,0,0,0,0,0,0,1,0,5,605,1117,0,0.22999999999999987,0.0,0.22999999999999998,1.18,0.0,0.0,0.0,0.0,0,2,3,5
