player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,corners,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed,top_speed,distance_covered,walking_distance,running_distance,sprinting_distance,number_of_sprints,defensive_contributions
306,26-27-efl-cup-ipswich-town-vs-leicester-city-2026-08-24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0,,,,,,,
323,26-27-efl-cup-ipswich-town-vs-leicester-city-2026-08-24,80.0,0.0,0.0,4.0,0.18,0.01,2.0,,,7.0,36.0,13.0,76.0,0.0,,0.0,0.0,,,1.0,1.0,3.0,0.0,0.0,,1.0,3.0,4.0,3.0,43.0,0.0,,1.0,1.0,,,,,,,,0.0,,,,,,,0.48,,0,80,1,0.0,0,,,,,,,
309,26-27-efl-cup-ipswich-town-vs-leicester-city-2026-08-24,89.0,2.0,0.0,2.0,0.06,0.06,2.0,,,0.0,63.0,34.0,85.0,0.0,2.0,2.0,50.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,,2.0,3.0,6.0,3.0,33.0,0.0,,,1.0,,,,,,,,2.0,,,,,,,0.07,,0,94,1,0.0,0,,,,,,,
602,26-27-efl-cup-ipswich-town-vs-leicester-city-2026-08-24,90.0,0.0,1.0,,,0.16,,,,0.0,69.0,46.0,85.0,3.0,7.0,1.0,25.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,3.0,1.0,3.0,75.0,0.0,,2.0,1.0,,,,,,,,0.0,,,,,,,,,0,94,1,0.0,0,,,,,,,
321,26-27-efl-cup-ipswich-town-vs-leicester-city-2026-08-24,90.0,1.0,0.0,3.0,0.63,0.05,1.0,,,3.0,34.0,17.0,89.0,1.0,2.0,1.0,33.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,,1.0,,5.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,,0.0,,,,,,,0.9,,0,94,1,0.0,0,,,,,,,
133,26-27-efl-cup-ipswich-town-vs-leicester-city-2026-08-24,90.0,0.0,0.0,6.0,0.24,0.18,2.0,,,7.0,39.0,16.0,84.0,2.0,,0.0,0.0,,,2.0,3.0,1.0,0.0,1.0,,1.0,4.0,5.0,3.0,43.0,1.0,50.0,1.0,2.0,,,,,,,,0.0,,,,,,,0.07,,0,94,3,0.0,0,,,,,,,
592,26-27-efl-cup-ipswich-town-vs-leicester-city-2026-08-24,63.0,0.0,0.0,,,0.01,,,,0.0,35.0,23.0,88.0,1.0,4.0,,,1.0,50.0,1.0,0.0,6.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,67.0,0.0,,1.0,0.0,,,,,,,,0.0,,,,,,,,,0,63,0,0.0,0,,,,,,,
178,26-27-efl-cup-plymouth-argyle/exeter-city-vs-coventry-city-2026-08-24,90.0,0.0,0.0,1.0,0.04,0.01,0.0,,,3.0,44.0,20.0,74.0,0.0,1.0,0.0,0.0,,,0.0,0.0,2.0,0.0,4.0,3.0,0.0,2.0,3.0,1.0,33.0,1.0,50.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,0,90,2,0.0,0,,,,,,,
184,26-27-efl-cup-plymouth-argyle/exeter-city-vs-coventry-city-2026-08-24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0,,,,,,,
492,26-27-efl-cup-plymouth-argyle/exeter-city-vs-coventry-city-2026-08-24,70.0,1.0,1.0,2.0,0.75,0.06,1.0,,,4.0,15.0,8.0,89.0,2.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,50.0,0.0,,1.0,1.0,,,,,,,,0.0,,,,,,,0.41,,0,70,2,0.0,0,,,,,,,
